Transcript_ID,HUVEC_low1,HUVEC_low2,HUVEC_low3,HUVEC_high1,HUVEC_high2,HUVEC_high3,HUVEC_high4,HUAEC_low1,HUAEC_low2,HUAEC_low3,HUAEC_low4,HUAEC_high1,HUAEC_high2,HUAEC_high3,HUAEC_high4
ENST00000006777.11,3,8,4,5,0,15,2,10,8,14,9,11,1,10,9
ENST00000007264.7,13,7,2,13,5,9,7,6,8,16,8,4,0,2,6
ENST00000007390.3,21,16,9,34,42,16,17,11,40,15,24,12,0,13,8
ENST00000007414.8,0,0,0,2,0,7,0,0,3,2,0,0,0,0,0
ENST00000007516.8,58,126,96,375,236,829,168,693,779,887,805,479,88,496,611
ENST00000007708.7,0,0,0,0,0,1,3,4,0,3,8,2,0,4,1
ENST00000007722.11,0,2,0,0,1,0,0,2,0,0,0,0,0,0,0
ENST00000007969.12,0,0,0,0,0,2,0,0,4,0,0,0,0,0,0
ENST00000008180.13,5,11,7,35,19,47,12,21,27,37,26,36,6,37,42
ENST00000008440.9,1,0,0,2,0,1,1,0,0,4,0,0,0,0,0
ENST00000008527.10,4,4,3,3,6,3,4,6,3,3,2,2,0,0,5
ENST00000009041.12,19,17,9,26,12,25,13,17,27,34,23,19,4,18,16
ENST00000009180.10,110,61,59,245,116,257,88,101,137,130,130,102,35,114,114
ENST00000009530.13,0,0,0,0,2,2,0,4,6,0,3,4,0,0,2
ENST00000009589.8,2190,2753,2216,9540,5592,14451,3971,10637,13951,15474,14000,13870,2621,13610,10597
ENST00000010132.6,6,9,8,37,18,59,13,44,49,64,54,48,12,49,33
ENST00000011473.6,18,14,8,33,21,42,12,13,21,40,21,29,3,25,11
ENST00000011619.6,9,2,2,6,8,11,5,10,12,8,6,5,3,2,11
ENST00000011691.6,14,26,25,151,44,213,32,155,200,206,235,204,41,226,201
ENST00000011700.10,6,0,6,5,4,4,3,2,3,4,6,4,0,2,6
ENST00000011898.10,8,2,4,7,7,13,11,10,27,25,14,9,0,11,7
ENST00000012049.10,2,0,9,8,4,9,2,18,19,14,10,9,0,9,3
ENST00000012443.9,9,7,5,9,12,7,12,12,7,17,9,9,0,13,9
ENST00000013034.3,86,68,69,180,133,233,110,177,185,241,194,184,39,259,171
ENST00000013070.11,4,7,1,13,5,12,1,2,5,10,5,1,0,1,7
ENST00000013125.9,5,0,6,8,7,7,3,7,14,5,9,4,0,6,0
ENST00000013222.5,0,1,1,1,3,0,0,0,0,0,0,0,0,1,0
ENST00000013807.9,5,17,5,12,10,19,5,22,27,21,34,22,4,22,10
ENST00000014914.6,6,5,4,19,11,14,3,14,18,23,18,13,2,29,6
ENST00000014930.9,28,11,10,21,14,30,8,20,34,37,39,21,3,17,17
ENST00000014935.7,5,2,2,2,2,7,1,6,9,19,5,6,0,13,6
ENST00000016171.6,5,2,2,9,4,1,7,6,2,9,6,2,2,8,3
ENST00000016946.8,3,0,1,6,4,4,3,4,6,7,7,7,0,3,2
ENST00000017003.7,6,7,7,4,3,4,5,4,8,15,13,5,0,0,9
ENST00000019019.6,5,10,2,10,6,16,4,5,4,4,4,0,2,3,5
ENST00000019317.8,18,14,13,28,15,18,17,13,38,46,16,22,1,26,11
ENST00000022615.9,25,20,27,48,43,84,27,60,74,62,50,75,21,80,63
ENST00000023939.8,13,22,12,24,12,40,10,27,37,34,40,20,3,30,34
ENST00000024061.7,0,0,0,1,0,0,0,5,3,2,0,5,0,3,2
ENST00000025008.10,5,2,2,0,2,5,5,0,4,3,6,0,0,0,13
ENST00000025301.4,3,2,0,0,1,2,1,2,0,2,3,3,0,8,1
ENST00000025399.10,5,4,1,8,5,11,1,5,8,8,3,7,2,6,5
ENST00000026218.9,0,4,0,3,2,1,2,1,4,2,0,3,3,1,1
ENST00000029410.10,13,1,1,4,3,5,5,7,5,7,6,5,0,15,3
ENST00000031146.8,4,7,2,12,4,2,9,8,10,14,7,3,0,7,3
ENST00000033079.7,0,0,0,1,0,2,1,0,0,0,4,2,0,0,4
ENST00000034275.12,3,4,7,8,7,9,2,0,11,6,15,6,0,4,4
ENST00000035307.7,21,8,6,10,21,14,13,16,26,20,20,14,4,12,9
ENST00000037243.7,21,21,26,147,68,265,34,200,272,247,237,231,84,279,208
ENST00000037502.11,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
ENST00000037869.8,41,44,40,96,65,135,47,84,155,155,140,135,25,135,111
ENST00000038176.8,6,2,2,3,4,5,6,7,11,8,11,1,0,2,3
ENST00000039989.9,6,0,0,5,5,4,4,2,7,6,9,1,0,5,2
ENST00000040663.8,5,5,6,9,15,6,3,6,6,10,11,8,2,5,8
ENST00000040738.10,1,0,0,2,0,1,3,6,0,4,0,2,0,1,0
ENST00000040877.2,5,0,0,7,0,1,0,0,0,0,2,2,0,2,0
ENST00000042381.9,16,7,5,7,20,17,6,14,24,26,16,22,4,11,11
ENST00000043402.8,2,0,0,0,2,0,0,0,0,0,3,0,0,0,0
ENST00000044462.12,28,39,14,112,64,182,14,106,131,142,140,93,45,140,121
ENST00000046640.9,0,4,6,5,3,3,5,5,2,4,3,5,1,1,2
ENST00000052569.10,4,0,3,10,5,7,5,4,9,5,2,3,0,3,2
ENST00000053468.4,11,7,5,55,22,70,16,63,57,74,69,69,17,75,51
ENST00000053867.8,41,28,18,45,46,50,23,44,68,115,50,50,14,67,29
ENST00000054650.9,5,8,2,9,6,11,12,11,13,5,9,7,3,4,8
ENST00000054666.11,62,56,51,90,92,80,79,86,148,156,121,64,19,113,86
ENST00000054950.4,106,90,51,85,118,66,102,49,115,89,79,50,10,61,36
ENST00000055077.8,9,12,7,15,16,15,3,9,7,22,11,7,0,11,6
ENST00000056233.4,4,6,5,21,8,9,8,3,8,22,10,16,0,13,14
ENST00000060969.6,5,8,7,8,10,17,3,10,19,33,18,7,1,11,9
ENST00000064724.8,93,49,41,95,85,61,69,54,123,104,72,64,7,64,44
ENST00000064778.8,5,4,7,0,2,3,0,2,6,3,5,2,0,2,5
ENST00000064780.7,0,0,0,1,5,0,0,0,0,3,0,0,0,0,0
ENST00000066544.8,18,11,10,26,13,10,18,11,24,15,14,18,4,13,15
ENST00000072516.7,0,0,0,4,0,2,0,0,0,0,1,0,0,0,0
ENST00000072644.7,6,5,4,2,2,4,3,12,18,14,12,8,0,15,7
ENST00000072869.9,2,3,0,5,3,7,5,9,9,15,7,5,1,2,7
ENST00000075120.12,4,4,4,3,0,6,0,6,4,4,4,11,0,4,5
ENST00000075430.11,11,6,0,15,5,10,7,10,8,11,15,7,2,15,3
ENST00000075503.8,2,5,2,2,5,3,0,0,3,4,2,2,0,0,0
ENST00000078429.9,21,15,7,19,8,4,8,15,18,17,7,9,1,12,4
ENST00000080059.12,34,12,13,48,35,35,25,38,41,50,44,32,8,31,23
ENST00000081029.8,18,9,7,25,12,26,9,19,28,26,15,20,4,17,25
ENST00000082468.11,0,0,2,4,0,4,0,0,0,4,2,0,0,3,0
ENST00000083182.8,10,2,4,5,7,4,4,1,11,7,6,10,2,8,3
ENST00000084795.9,325,323,230,895,562,1235,383,853,1230,1386,1134,1172,117,1060,934
ENST00000084798.9,2,5,1,4,6,4,4,0,8,4,4,9,0,3,5
ENST00000085068.7,0,1,0,0,0,3,0,1,0,4,2,0,0,0,0
ENST00000085079.11,22,17,13,29,27,25,14,23,51,48,25,26,2,23,13
ENST00000155674.9,11,3,1,9,7,4,1,4,8,9,5,10,1,11,2
ENST00000155926.9,3,3,6,0,4,1,0,0,0,2,0,1,0,3,3
ENST00000156084.8,4,9,4,4,12,12,3,4,10,15,7,12,5,5,3
ENST00000156109.7,5,5,3,5,7,8,4,8,3,14,13,5,0,5,6
ENST00000156471.10,8,3,2,12,0,3,4,3,8,8,3,0,2,3,3
ENST00000156825.5,20,17,13,18,18,6,14,7,26,21,23,14,0,10,15
ENST00000157600.8,4,0,4,7,2,0,2,7,16,5,5,6,2,3,2
ENST00000157812.7,27,34,20,62,50,46,29,29,46,62,59,33,8,37,37
ENST00000158166.5,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0
ENST00000158526.9,0,2,3,2,0,0,0,0,2,5,0,0,0,0,2
ENST00000158762.8,2,1,0,2,1,0,0,1,4,2,4,3,0,1,3
ENST00000158771.9,11,7,7,19,11,50,5,24,39,30,40,19,5,45,32
ENST00000159087.7,0,0,0,1,0,0,0,3,0,0,1,0,0,3,0
ENST00000159111.9,2,0,3,1,2,1,4,8,7,8,11,5,0,1,1
ENST00000159647.9,0,3,0,4,0,0,0,4,2,3,3,0,0,0,0
ENST00000160262.10,0,0,2,5,2,7,5,21,14,30,11,19,3,18,12
ENST00000160740.7,14,10,11,19,5,22,12,5,18,18,8,14,0,12,7
ENST00000160827.9,5,9,0,13,8,12,4,12,8,16,12,5,6,8,6
ENST00000161863.9,7,4,1,6,3,3,2,1,2,4,1,0,2,7,3
ENST00000162044.14,6,3,2,4,2,2,2,2,8,12,7,2,0,7,3
ENST00000162330.10,38,8,18,21,22,12,23,35,22,31,25,27,5,29,21
ENST00000162391.8,2,1,0,4,3,0,4,3,3,7,3,1,0,4,2
ENST00000162749.7,17,16,3,18,13,9,14,20,18,38,11,8,2,10,5
ENST00000163416.7,4,4,0,6,5,3,4,8,8,3,7,2,0,14,8
ENST00000163678.11,6,4,0,4,0,7,3,6,2,13,3,3,0,4,2
ENST00000164133.7,0,2,1,0,3,2,2,1,2,3,3,2,0,4,4
ENST00000164227.10,3,3,3,3,3,2,4,3,4,3,0,11,0,3,7
ENST00000164247.5,0,0,0,0,0,3,0,3,2,3,2,3,0,3,0
ENST00000164305.10,8,6,3,5,14,6,14,4,9,13,5,3,1,11,0
ENST00000166139.9,4,4,0,5,8,2,0,0,2,0,2,0,0,2,1
ENST00000166345.8,16,14,6,7,9,5,8,3,17,19,6,4,1,14,8
ENST00000166534.8,7,5,0,1,2,1,1,2,12,16,4,2,0,2,0
ENST00000167106.9,18,16,12,32,26,24,12,19,48,47,35,23,7,26,44
ENST00000167218.9,2,0,0,0,1,0,0,1,1,0,2,0,0,0,0
ENST00000167825.5,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0
ENST00000168216.11,17,12,5,23,20,28,9,28,41,55,40,29,8,27,31
ENST00000169298.8,16,14,13,9,14,15,11,10,12,32,16,18,5,9,8
ENST00000169551.11,11,11,6,10,8,23,6,11,12,11,14,11,3,17,9
ENST00000170168.9,1,0,2,2,6,7,2,3,1,0,2,2,0,2,2
ENST00000170447.12,3,3,0,4,3,0,3,6,3,4,3,8,0,2,3
ENST00000170564.7,2,0,0,2,0,0,0,0,0,3,2,0,0,0,2
ENST00000170630.6,9,5,0,7,12,15,17,12,11,13,1,6,1,9,7
ENST00000171111.10,23,20,5,10,22,15,20,7,38,28,28,18,7,13,14
ENST00000171887.8,6,7,4,8,5,0,2,0,4,22,3,5,0,2,3
ENST00000173527.6,2,1,3,3,7,3,2,1,8,3,12,4,1,1,3
ENST00000174618.5,3,0,1,1,6,3,1,5,4,4,2,2,0,2,2
ENST00000175091.5,57,39,32,54,53,53,43,40,79,65,36,45,12,42,39
ENST00000175506.8,3,0,0,5,0,5,2,2,6,0,3,2,0,2,0
ENST00000175756.10,10,3,2,7,3,6,5,2,6,11,9,8,1,16,3
ENST00000176643.11,3,3,0,0,0,2,1,2,4,3,1,1,0,1,3
ENST00000176763.10,13,4,3,6,4,7,12,9,4,27,13,11,3,11,9
ENST00000177648.13,0,0,2,0,0,1,0,0,0,4,1,0,0,0,0
ENST00000177742.7,32,21,18,44,45,40,34,23,66,41,38,34,10,30,27
ENST00000178638.8,0,0,0,3,2,0,0,2,0,0,0,0,0,0,0
ENST00000178640.10,3,3,0,3,6,2,0,2,5,4,2,0,0,0,2
ENST00000179259.6,9,9,2,7,10,16,4,10,19,11,15,7,2,17,7
ENST00000181796.7,26,9,9,26,25,15,15,14,24,23,21,11,3,12,6
ENST00000181839.10,7,2,3,3,3,4,2,0,2,5,2,2,0,3,4
ENST00000182377.8,0,4,2,1,2,1,5,3,5,5,1,0,0,0,0
ENST00000182527.4,25,17,10,24,20,14,16,32,50,49,22,26,6,23,19
ENST00000184266.3,425,619,456,1772,1060,2690,850,2042,2806,2803,2657,2610,513,2607,1858
ENST00000184956.11,3,3,2,3,9,6,0,0,7,11,4,6,0,2,1
ENST00000185150.9,0,0,0,3,4,2,0,0,2,1,4,2,0,6,2
ENST00000186436.10,6,5,0,1,6,6,3,2,6,2,1,0,1,3,0
ENST00000187830.2,14,9,4,24,14,11,19,19,29,10,5,11,0,24,11
ENST00000187879.12,1,0,0,0,0,0,1,0,0,3,0,0,0,0,0
ENST00000188312.7,4,2,0,4,3,4,0,3,8,8,3,2,0,0,2
ENST00000188376.9,114,76,52,106,114,135,64,75,98,131,84,49,17,84,51
ENST00000189444.11,0,3,0,3,1,0,0,0,4,0,0,0,0,3,0
ENST00000191018.9,1,3,0,4,6,5,1,4,7,7,6,2,1,8,2
ENST00000192788.6,2,3,0,3,3,0,0,2,3,6,0,0,0,0,0
ENST00000193322.8,2,0,0,0,2,0,2,0,0,0,1,0,0,0,0
ENST00000193403.10,11,14,4,24,15,19,8,15,21,26,10,21,6,20,9
ENST00000194097.8,0,0,2,0,0,2,0,1,0,0,0,0,0,0,0
ENST00000194118.8,3,7,2,7,4,13,7,6,16,8,4,10,0,5,6
ENST00000194214.10,21,25,21,147,58,252,52,151,202,195,211,201,35,215,157
ENST00000194530.8,4,4,0,0,2,0,0,0,3,5,0,0,0,3,0
ENST00000194672.11,0,0,0,0,2,0,0,0,3,4,0,0,0,0,0
ENST00000196061.5,36,37,16,44,36,28,24,61,77,95,90,43,6,37,39
ENST00000196169.7,5,4,1,0,5,7,3,3,3,2,0,2,0,4,3
ENST00000196371.10,14,8,3,8,15,11,8,17,13,25,12,7,0,17,7
ENST00000196482.4,0,3,0,2,3,0,4,1,0,0,0,0,0,0,1
ENST00000196489.4,0,0,0,0,0,2,0,0,1,0,0,0,0,1,1
ENST00000196551.8,483,600,466,2449,1207,4477,777,3562,4130,4657,4453,4138,922,4482,3857
ENST00000197268.13,0,0,0,0,1,1,0,0,0,2,0,3,0,0,0
ENST00000198767.11,6,2,6,7,4,6,7,4,7,9,2,8,1,4,1
ENST00000198939.6,13,6,7,4,8,10,0,8,9,13,3,9,2,4,3
ENST00000199320.9,1,0,0,0,2,2,1,1,3,4,4,3,0,4,0
ENST00000199389.11,15,12,4,16,13,11,11,18,10,13,14,14,1,15,16
ENST00000199448.9,0,0,1,0,1,0,1,1,1,0,0,0,0,2,1
ENST00000199706.13,14,4,5,19,18,27,14,26,39,59,23,33,2,27,18
ENST00000199708.3,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
ENST00000199814.9,12,13,2,3,8,4,6,11,11,5,13,11,0,8,10
ENST00000199936.9,0,0,0,8,0,4,0,0,9,2,0,5,0,10,0
ENST00000199940.10,0,1,0,0,0,1,0,0,2,0,1,3,0,2,0
ENST00000200135.8,6,1,10,9,6,11,7,5,22,11,5,0,0,5,3
ENST00000200181.8,0,2,0,0,2,0,0,0,0,0,0,0,0,0,3
ENST00000200453.6,12,6,7,20,13,16,8,13,20,19,17,16,0,11,6
ENST00000200457.9,27,18,15,26,28,28,15,30,42,33,18,18,3,35,15
ENST00000200639.9,8,6,5,21,16,17,8,16,25,17,26,15,4,23,10
ENST00000200652.4,1,1,1,0,0,0,1,0,4,3,0,0,0,1,0
ENST00000200676.8,0,0,1,0,0,0,0,0,3,0,0,0,0,4,3
ENST00000200691.5,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0
ENST00000201647.11,30,36,29,154,91,268,74,92,102,117,120,95,17,108,80
ENST00000201963.3,0,1,0,0,0,0,0,0,0,0,1,3,0,0,0
ENST00000201979.3,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0
ENST00000202017.6,3,4,3,6,7,14,5,10,19,14,12,9,6,25,9
ENST00000202028.9,0,0,0,4,0,0,0,2,2,3,0,0,0,4,0
ENST00000202556.14,2,2,0,1,2,2,4,0,3,1,3,3,1,6,5
ENST00000202677.12,9,0,0,3,0,8,0,0,0,5,4,6,0,2,3
ENST00000202773.14,427,396,252,1601,847,3329,336,2195,2481,2776,2570,2191,711,2829,2307
ENST00000202816.5,2,8,4,5,2,9,6,9,7,11,8,5,5,5,0
ENST00000202831.7,2,2,0,2,0,4,7,5,7,6,5,0,0,6,1
ENST00000202834.12,11,8,11,17,12,29,9,18,32,37,30,21,7,29,16
ENST00000202917.10,0,1,0,2,0,0,0,0,0,1,2,2,0,5,3
ENST00000202967.4,0,0,0,2,0,0,0,2,3,0,2,0,0,0,0
ENST00000203001.7,2,1,1,5,5,6,4,0,5,0,6,2,0,1,2
ENST00000203166.10,0,5,4,4,4,1,3,0,3,0,2,1,0,3,0
ENST00000203407.6,31,53,24,60,68,86,39,52,78,75,48,42,5,38,38
ENST00000203556.9,1,6,0,3,3,1,3,4,4,5,3,4,1,9,2
ENST00000203630.10,25,16,14,35,32,53,17,26,60,41,53,38,6,24,30
ENST00000204517.11,0,2,0,0,0,4,3,7,11,12,9,2,0,3,2
ENST00000204549.9,8,6,4,2,6,2,2,2,5,12,4,4,1,4,1
ENST00000204566.7,13,11,5,26,11,5,11,11,20,24,10,14,0,9,17
ENST00000204637.6,0,0,0,4,6,2,0,1,0,2,1,0,0,0,0
ENST00000204679.9,8,4,5,17,6,9,6,8,19,7,9,11,2,10,11
ENST00000204726.9,13,9,9,8,4,7,11,15,27,11,14,9,3,10,8
ENST00000204961.5,4,0,0,8,1,1,2,5,17,3,8,2,3,3,7
ENST00000205061.9,16,9,10,11,13,10,13,13,23,17,11,9,0,16,8
ENST00000205135.8,4,1,2,4,4,2,0,4,0,3,0,0,0,0,0
ENST00000205143.4,3,0,2,5,2,2,2,9,14,13,10,6,2,12,14
ENST00000205194.5,24,10,8,15,9,5,5,12,22,27,22,14,2,16,15
ENST00000205214.11,4,3,2,3,0,4,2,0,2,7,3,2,0,0,3
ENST00000205402.10,14,11,5,18,10,17,8,10,20,15,10,11,5,9,6
ENST00000205636.4,16,15,9,17,13,14,10,21,33,22,18,23,5,15,13
ENST00000206020.8,32,26,7,19,23,51,18,35,68,49,58,21,4,30,35
ENST00000206262.2,0,0,0,0,0,1,0,0,1,1,0,2,0,0,1
ENST00000206380.8,4,14,8,22,14,12,4,22,25,18,21,10,4,13,19
ENST00000206423.8,16,19,9,15,8,15,12,15,25,6,20,12,0,18,11
ENST00000206451.11,34,31,26,174,99,381,48,239,320,288,296,295,78,355,300
ENST00000206474.11,11,6,8,25,12,5,7,6,15,13,13,12,3,8,14
ENST00000206542.9,10,3,10,11,10,17,5,4,9,9,3,6,0,7,4
ENST00000206595.11,7,5,5,6,8,5,0,3,0,4,3,0,0,0,0
ENST00000207549.9,0,4,0,3,0,0,0,0,0,2,0,0,0,0,0
ENST00000207636.9,16,3,7,6,8,7,11,7,9,19,4,6,0,6,8
ENST00000207870.8,0,3,0,5,1,4,0,4,6,0,2,6,0,4,0
ENST00000209728.9,6,10,4,18,5,10,16,7,3,3,9,3,0,7,4
ENST00000209873.9,3,4,3,9,10,11,3,5,14,19,5,7,0,7,4
ENST00000209875.9,29,29,21,63,33,106,23,46,96,67,59,67,18,43,51
ENST00000209884.5,2,5,0,6,3,2,1,0,2,1,6,0,0,7,0
ENST00000210060.12,9,3,2,8,9,25,5,16,28,8,24,17,5,14,22
ENST00000210187.11,0,0,2,3,0,0,0,2,0,2,0,0,0,0,0
ENST00000210313.8,4,6,4,9,7,12,8,10,9,18,13,12,0,17,7
ENST00000210444.6,46,27,22,52,31,32,17,37,43,36,30,26,7,31,39
ENST00000211287.9,3,0,0,2,2,2,0,0,2,0,7,0,0,0,0
ENST00000211314.5,6,7,12,45,21,93,6,53,76,79,61,53,24,75,67
ENST00000211372.9,2272,3034,2786,10235,6689,17199,4655,16592,20479,23838,21796,20630,3764,20438,16369
ENST00000211377.7,0,1,0,0,0,2,0,0,0,0,1,1,0,0,1
ENST00000211379.9,2,2,3,5,2,3,3,1,8,6,9,2,0,1,1
ENST00000211402.10,17,7,5,24,8,8,11,9,12,9,6,22,1,6,8
ENST00000211936.10,1,2,0,0,0,2,0,0,0,5,0,0,0,0,0
ENST00000211998.10,27,20,12,35,13,35,17,19,24,28,32,24,4,35,18
ENST00000212015.11,3,0,3,5,4,2,0,2,0,0,3,0,0,0,0
ENST00000212355.9,2,0,0,0,0,0,2,0,9,3,2,2,0,2,4
ENST00000214869.7,6,6,3,7,14,9,5,6,20,16,15,6,2,8,6
ENST00000214893.10,2,0,1,2,0,1,0,2,2,5,1,2,0,1,2
ENST00000215061.9,3,1,0,1,3,2,0,2,4,3,5,2,0,0,0
ENST00000215071.9,37,37,32,138,75,304,34,265,324,305,258,190,56,227,199
ENST00000215115.5,33,16,20,45,21,37,13,23,33,42,41,47,13,29,26
ENST00000215375.7,22,22,22,38,45,30,22,25,37,40,29,32,6,32,18
ENST00000215555.7,9,0,0,0,3,10,7,3,15,12,4,13,2,7,2
ENST00000215565.3,30,30,28,59,53,82,35,80,127,120,102,59,7,57,68
ENST00000215567.10,21,23,10,62,29,109,8,75,80,103,73,76,23,57,61
ENST00000215570.8,240,242,238,560,489,761,345,710,1093,1214,1066,858,131,816,686
ENST00000215574.9,24,12,2,12,17,16,15,11,15,19,17,9,3,15,12
ENST00000215587.11,27,27,12,32,37,52,31,48,77,90,70,47,5,57,33
ENST00000215631.9,15,7,8,13,6,9,4,14,25,6,17,6,1,13,20
ENST00000215659.13,14,5,5,14,8,4,12,2,19,15,14,7,2,9,0
ENST00000215727.10,0,0,0,5,3,8,1,7,5,4,5,4,3,12,12
ENST00000215730.12,17,20,6,22,13,25,13,34,23,44,40,33,3,32,23
ENST00000215742.9,2,3,5,5,8,6,8,0,10,13,5,0,1,2,4
ENST00000215743.8,0,0,0,1,0,0,0,0,2,0,2,2,0,4,0
ENST00000215754.8,345,997,1327,1479,2849,5063,2312,5686,8910,9203,6810,3188,245,2057,4656
ENST00000215770.6,0,1,0,0,0,1,1,2,2,3,3,0,0,0,0
ENST00000215790.12,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0
ENST00000215793.13,15,9,11,33,23,21,29,17,29,26,15,10,4,19,22
ENST00000215794.8,13,3,8,15,8,7,7,11,10,16,13,5,0,5,6
ENST00000215829.8,95,156,109,669,277,1038,182,714,930,979,968,867,204,1124,805
ENST00000215832.11,31,16,12,22,21,18,19,13,27,12,23,11,0,21,12
ENST00000215838.8,6,2,0,8,0,11,1,4,8,3,2,1,0,1,1
ENST00000215862.8,4,2,5,0,3,6,3,2,3,7,5,4,0,2,0
ENST00000215882.10,24,6,7,9,10,15,6,16,21,23,23,23,2,7,17
ENST00000215885.4,0,0,1,0,0,1,0,4,0,0,0,4,0,0,0
ENST00000215904.7,6,4,4,0,5,9,0,3,0,8,3,2,0,0,4
ENST00000215906.6,3,0,2,1,2,2,1,0,3,2,5,0,0,0,0
ENST00000215909.10,4116,5237,4016,15442,9808,23628,7006,16203,21179,23736,21213,18511,3188,18385,15310
ENST00000215912.10,0,5,0,8,0,4,2,0,3,2,5,0,0,0,0
ENST00000215917.11,14,7,7,22,8,0,10,13,11,9,11,5,2,2,11
ENST00000215919.3,0,0,0,2,4,0,0,0,0,0,0,0,1,0,0
ENST00000215941.9,12,2,3,2,3,4,7,7,4,0,3,3,0,4,2
ENST00000215956.10,109,132,100,629,332,890,251,646,908,934,809,806,161,816,644
ENST00000215957.10,8,8,6,11,8,10,18,11,11,15,6,6,2,9,5
ENST00000215980.10,5,7,8,18,21,54,20,39,58,62,35,24,4,16,40
ENST00000216014.9,6,5,2,8,3,2,5,5,10,6,6,4,0,6,6
ENST00000216019.11,3,4,6,0,3,4,4,5,8,5,2,2,0,0,0
ENST00000216024.7,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0
ENST00000216027.8,5,4,4,20,13,35,7,20,35,32,17,23,4,17,19
ENST00000216029.8,14,13,1,20,13,17,6,6,20,18,14,18,6,15,10
ENST00000216034.6,45,52,30,110,66,189,60,152,167,209,165,132,24,161,180
ENST00000216037.10,13,4,4,12,12,22,9,11,13,47,21,13,0,15,11
ENST00000216038.6,40,35,23,23,25,50,24,26,45,46,35,22,5,28,18
ENST00000216039.9,23,13,14,15,14,12,4,6,23,24,13,6,0,14,4
ENST00000216044.10,6,2,0,4,2,12,3,4,2,9,6,6,0,5,3
ENST00000216061.9,0,2,2,0,0,5,5,2,6,1,6,0,0,2,7
ENST00000216068.9,2,1,1,5,12,1,6,4,4,5,5,3,0,1,0
ENST00000216080.5,9,21,11,13,17,8,12,7,9,20,15,5,3,9,5
ENST00000216083.6,3,3,3,3,4,3,3,8,13,11,7,12,0,8,3
ENST00000216085.12,1,1,1,1,1,1,0,0,2,2,4,1,0,4,2
ENST00000216099.13,0,0,4,3,5,6,5,3,8,0,3,7,0,2,2
ENST00000216106.6,7,1,1,1,2,4,1,1,0,2,2,0,2,6,1
ENST00000216117.9,18,9,13,6,3,3,8,16,16,34,11,4,0,4,2
ENST00000216121.12,4,14,9,14,16,7,13,10,20,11,10,19,0,18,19
ENST00000216122.9,22,20,9,26,27,33,16,11,33,18,21,23,2,45,9
