gene_id,transcript_id,HUVEC_low1,HUVEC_low2,HUVEC_low3,HUAEC_low1,HUAEC_low2,HUAEC_low3,HUAEC_low4
ENSG00000003056,ENST00000536844.5,23,14,7,9,25,33,16
ENSG00000003056,ENST00000539143.5,18,8,9,8,20,15,9
ENSG00000003056,ENST00000540837.1,0,0,0,2,0,8,0
ENSG00000003056,ENST00000541507.5,22,13,9,7,30,27,10
ENSG00000003056,ENST00000543845.1,0,0,0,0,2,8,0
ENSG00000003056,ENST00000544245.1,0,0,0,0,0,2,0
ENSG00000003096,ENST00000262820.7,4,2,0,2,2,2,0
ENSG00000003096,ENST00000371876.5,4,2,0,2,2,2,0
ENSG00000003096,ENST00000371878.5,4,2,0,2,2,2,0
ENSG00000003096,ENST00000371882.5,4,2,0,2,2,2,0
ENSG00000003096,ENST00000540167.6,4,2,0,2,2,2,0
ENSG00000003096,ENST00000541812.5,4,2,0,2,2,2,0
ENSG00000003137,ENST00000412253.1,0,0,0,0,0,0,0
ENSG00000003137,ENST00000546307.5,0,0,0,0,0,0,0
ENSG00000003147,ENST00000265577.11,0,3,0,0,7,10,4
ENSG00000003147,ENST00000317367.9,0,0,0,0,0,0,1
ENSG00000003147,ENST00000339809.10,2,0,0,0,3,4,1
ENSG00000003147,ENST00000396675.7,2,0,0,0,3,8,0
ENSG00000003147,ENST00000401396.5,2,0,1,2,4,6,0
ENSG00000003147,ENST00000402384.8,2,3,0,2,5,12,4
ENSG00000003147,ENST00000406470.6,0,0,0,2,5,10,0
ENSG00000003147,ENST00000407906.5,0,0,0,0,1,0,0
ENSG00000003147,ENST00000422063.6,0,0,0,0,0,0,0
ENSG00000003147,ENST00000455539.5,2,3,0,2,7,12,2
ENSG00000003147,ENST00000457755.5,0,3,0,0,0,2,3
ENSG00000003147,ENST00000486677.1,0,0,0,0,0,0,1
ENSG00000003147,ENST00000490041.1,0,0,0,0,0,0,0
ENSG00000003147,ENST00000650486.1,0,3,0,0,7,13,3
ENSG00000003249,ENST00000002501.11,11,2,5,6,2,10,11
ENSG00000003249,ENST00000304733.8,11,2,5,6,2,10,10
ENSG00000003249,ENST00000392973.8,11,2,5,6,2,10,10
ENSG00000003249,ENST00000568662.2,11,2,5,6,2,10,10
ENSG00000003249,ENST00000568838.2,11,2,5,6,2,10,10
ENSG00000003249,ENST00000623401.1,11,3,5,6,2,10,10
ENSG00000003393,ENST00000264276.11,4,1,3,2,4,2,2
ENSG00000003393,ENST00000409632.7,0,0,0,0,0,0,0
ENSG00000003393,ENST00000410052.1,3,0,0,0,0,0,0
ENSG00000003393,ENST00000462747.1,0,0,0,0,0,0,0
ENSG00000003393,ENST00000467448.5,2,1,0,1,0,2,2
ENSG00000003393,ENST00000482789.6,0,0,0,0,0,1,0
ENSG00000003393,ENST00000482891.6,0,0,0,1,0,0,0
ENSG00000003393,ENST00000679416.1,0,1,0,0,1,0,0
ENSG00000003393,ENST00000679435.1,4,0,3,0,2,2,2
ENSG00000003393,ENST00000679503.1,0,0,0,0,0,0,0
ENSG00000003393,ENST00000679516.1,0,0,0,0,1,1,0
ENSG00000003393,ENST00000679550.1,1,0,0,0,0,2,0
ENSG00000003393,ENST00000679618.1,0,0,0,0,0,1,0
ENSG00000003393,ENST00000679630.1,0,2,0,0,0,0,0
ENSG00000003393,ENST00000679635.1,0,0,0,0,0,0,0
ENSG00000003393,ENST00000679686.1,4,0,2,3,3,2,1
ENSG00000003393,ENST00000679701.1,0,2,1,0,0,0,0
ENSG00000003393,ENST00000679916.1,0,0,0,0,0,0,0
ENSG00000003393,ENST00000680135.1,0,0,0,2,0,0,0
ENSG00000003393,ENST00000680149.1,0,0,0,2,0,0,0
ENSG00000003393,ENST00000680163.1,0,0,0,0,0,0,0
ENSG00000003393,ENST00000680188.1,0,0,0,0,0,1,0
ENSG00000003393,ENST00000680287.1,0,0,0,0,1,0,0
ENSG00000003393,ENST00000680441.1,4,0,2,2,3,2,0
ENSG00000003393,ENST00000680497.1,0,0,0,0,0,0,0
ENSG00000003393,ENST00000680508.1,0,0,0,0,0,0,0
ENSG00000003393,ENST00000680569.1,0,0,0,0,0,0,0
ENSG00000003393,ENST00000680630.1,0,1,0,0,0,0,0
ENSG00000003393,ENST00000680634.1,0,0,0,0,1,0,0
ENSG00000003393,ENST00000680723.1,0,1,0,0,0,0,0
ENSG00000003393,ENST00000680726.1,0,0,0,0,0,0,0
ENSG00000003393,ENST00000680737.1,0,0,0,0,0,0,0
ENSG00000003393,ENST00000680814.1,0,0,0,0,0,0,0
ENSG00000003393,ENST00000680828.1,0,0,1,0,0,0,0
ENSG00000003393,ENST00000680861.1,4,2,2,3,3,2,0
ENSG00000003393,ENST00000680927.1,0,0,0,0,0,0,0
ENSG00000003393,ENST00000681144.1,0,0,0,0,0,0,0
ENSG00000003393,ENST00000681152.1,3,0,0,1,0,0,0
ENSG00000003393,ENST00000681250.1,1,0,0,0,0,1,1
ENSG00000003393,ENST00000681279.1,4,0,2,2,3,2,2
ENSG00000003393,ENST00000681312.1,0,0,0,0,0,0,0
ENSG00000003393,ENST00000681378.1,0,0,0,1,0,0,0
ENSG00000003393,ENST00000681495.1,0,0,0,0,1,0,0
ENSG00000003393,ENST00000681558.1,0,0,1,0,0,0,0
ENSG00000003393,ENST00000681619.1,0,0,0,0,0,0,0
ENSG00000003393,ENST00000681716.1,0,0,0,0,0,0,0
ENSG00000003393,ENST00000681758.1,0,0,0,0,0,1,0
ENSG00000003393,ENST00000681808.1,0,0,0,0,0,1,0
ENSG00000003400,ENST00000272879.9,0,3,2,3,3,2,3
ENSG00000003400,ENST00000286186.11,7,7,8,6,7,5,10
ENSG00000003400,ENST00000313728.12,7,5,6,3,7,7,12
ENSG00000003400,ENST00000346817.10,7,4,6,3,7,5,9
ENSG00000003400,ENST00000374650.8,2,2,1,3,4,4,4
ENSG00000003400,ENST00000438843.6,0,0,1,3,0,1,2
ENSG00000003400,ENST00000460140.5,0,0,1,1,1,2,2
ENSG00000003400,ENST00000471191.2,0,0,1,1,2,0,0
ENSG00000003400,ENST00000485408.2,0,0,1,4,1,0,1
ENSG00000003400,ENST00000492363.6,7,5,8,5,8,5,10
ENSG00000003400,ENST00000696190.1,0,0,1,3,2,0,1
ENSG00000003400,ENST00000696191.1,0,0,2,0,2,1,1
ENSG00000003400,ENST00000696199.1,0,0,0,2,3,0,3
ENSG00000003402,ENST00000309955.8,14,6,10,20,25,37,25
ENSG00000003402,ENST00000341222.10,3,7,4,15,16,29,17
ENSG00000003402,ENST00000341582.10,1,2,3,2,3,12,6
ENSG00000003402,ENST00000342795.9,2,2,0,1,4,5,1
ENSG00000003402,ENST00000395148.6,1,0,1,0,7,6,6
ENSG00000003402,ENST00000417748.1,0,0,0,0,0,3,0
ENSG00000003402,ENST00000423241.6,2,2,2,5,5,5,14
ENSG00000003402,ENST00000439154.6,0,2,1,4,5,2,8
ENSG00000003402,ENST00000440180.5,2,6,5,14,13,20,20
ENSG00000003402,ENST00000443227.5,0,0,3,2,0,11,5
ENSG00000003402,ENST00000457277.5,2,0,0,0,0,1,1
ENSG00000003402,ENST00000460961.1,1,0,0,0,2,2,1
ENSG00000003402,ENST00000461422.1,1,0,0,4,5,1,1
ENSG00000003402,ENST00000461820.5,1,0,1,1,9,5,2
ENSG00000003402,ENST00000462763.5,1,0,1,3,2,2,0
ENSG00000003402,ENST00000470178.6,3,5,0,16,20,26,16
ENSG00000003402,ENST00000470664.1,0,0,0,0,0,0,1
ENSG00000003402,ENST00000474842.1,0,0,0,0,0,0,0
ENSG00000003402,ENST00000479953.6,0,0,1,3,0,3,1
ENSG00000003402,ENST00000490965.1,8,11,17,65,74,53,67
ENSG00000003402,ENST00000494258.5,4,2,3,4,4,1,1
ENSG00000003436,ENST00000233156.9,67,38,36,79,119,94,89
ENSG00000003436,ENST00000339091.8,7,4,2,20,31,25,36
ENSG00000003436,ENST00000392365.5,60,35,32,67,81,82,61
ENSG00000003436,ENST00000409676.5,6,4,1,23,38,29,39
ENSG00000003436,ENST00000417013.5,5,0,1,3,10,7,12
ENSG00000003436,ENST00000420747.1,8,2,0,4,2,4,5
ENSG00000003436,ENST00000421427.5,0,0,0,0,0,0,0
ENSG00000003436,ENST00000435414.5,6,9,9,3,4,6,7
ENSG00000003436,ENST00000437725.5,7,0,0,2,4,4,5
ENSG00000003436,ENST00000453013.5,3,2,0,1,3,4,5
ENSG00000003436,ENST00000481132.5,6,9,12,3,4,6,7
ENSG00000003436,ENST00000481389.1,0,0,0,1,0,0,0
ENSG00000003509,ENST00000002125.9,1,0,4,0,4,3,4
ENSG00000003509,ENST00000336237.10,1,1,4,1,4,3,3
ENSG00000003509,ENST00000419278.2,1,0,0,0,0,0,1
ENSG00000003509,ENST00000431821.5,0,0,0,0,0,0,0
ENSG00000003509,ENST00000441905.1,0,0,1,0,0,1,0
ENSG00000003509,ENST00000455230.5,0,0,0,0,0,0,0
ENSG00000003509,ENST00000474154.5,1,0,4,0,4,3,4
ENSG00000003509,ENST00000474257.5,0,0,0,0,0,0,0
ENSG00000003756,ENST00000347869.8,9,1,7,7,5,6,12
ENSG00000003756,ENST00000404526.6,3,0,2,0,0,2,2
ENSG00000003756,ENST00000433556.6,2,0,2,0,0,2,0
ENSG00000003756,ENST00000438369.5,1,0,1,0,0,1,1
ENSG00000003756,ENST00000441305.5,1,0,0,0,0,2,0
ENSG00000003756,ENST00000461242.1,0,0,0,0,0,0,0
ENSG00000003756,ENST00000464087.6,8,1,5,7,4,4,10
ENSG00000003756,ENST00000464988.1,6,1,5,7,3,4,10
ENSG00000003756,ENST00000469838.5,3,0,2,0,1,1,2
ENSG00000003756,ENST00000475590.5,0,0,0,0,0,0,0
ENSG00000003756,ENST00000492472.1,0,0,0,0,0,0,0
ENSG00000003989,ENST00000004531.14,0,0,0,0,0,2,0
ENSG00000003989,ENST00000398090.3,0,0,0,0,0,2,0
ENSG00000003989,ENST00000470360.5,0,0,0,0,0,2,0
ENSG00000003989,ENST00000494857.6,0,0,0,0,0,2,0
ENSG00000003989,ENST00000522656.5,0,0,0,0,0,2,0
ENSG00000003989,ENST00000640220.1,0,1,0,1,1,2,1
ENSG00000004059,ENST00000000233.10,47,29,30,61,86,87,64
ENSG00000004059,ENST00000415666.1,2,0,0,1,4,2,0
ENSG00000004059,ENST00000463733.5,47,29,30,61,86,88,65
ENSG00000004059,ENST00000467281.5,1,0,0,0,4,1,0
ENSG00000004059,ENST00000489673.1,2,0,0,1,4,2,0
ENSG00000004139,ENST00000379061.8,2,0,1,0,0,6,1
ENSG00000004139,ENST00000585453.5,3,0,0,3,2,7,4
ENSG00000004139,ENST00000585482.6,3,0,0,5,0,7,4
ENSG00000004142,ENST00000540200.6,25,15,10,18,26,34,19
ENSG00000004142,ENST00000618887.2,3,7,0,6,5,14,8
ENSG00000004399,ENST00000324093.9,36,19,19,34,60,45,49
ENSG00000004399,ENST00000501038.6,27,20,18,28,46,47,45
ENSG00000004399,ENST00000503166.1,0,0,0,0,0,0,0
ENSG00000004399,ENST00000504524.5,26,15,19,29,47,45,48
ENSG00000004399,ENST00000504689.1,29,13,12,16,25,30,28
ENSG00000004399,ENST00000504979.1,0,0,1,0,0,0,0
ENSG00000004399,ENST00000505237.2,3,0,0,3,5,0,0
ENSG00000004399,ENST00000505665.5,3,0,0,0,4,0,0
ENSG00000004399,ENST00000506979.1,2,1,0,2,2,0,2
ENSG00000004399,ENST00000508630.1,1,0,0,0,0,0,0
ENSG00000004399,ENST00000511018.1,0,0,0,0,0,0,0
ENSG00000004399,ENST00000512744.5,38,19,17,29,54,45,49
ENSG00000004399,ENST00000512807.1,1,0,0,0,0,0,0
ENSG00000004399,ENST00000514990.1,0,7,0,0,0,0,1
ENSG00000004455,ENST00000354858.11,19,4,7,12,28,21,21
ENSG00000004455,ENST00000373449.7,21,8,7,9,34,21,13
ENSG00000004455,ENST00000467905.5,0,0,1,3,4,1,1
ENSG00000004455,ENST00000469238.2,14,11,7,77,77,100,78
ENSG00000004455,ENST00000480134.5,8,2,2,13,22,20,18
ENSG00000004455,ENST00000487289.1,0,1,0,6,3,0,0
ENSG00000004455,ENST00000491241.2,7,4,2,5,13,9,10
ENSG00000004455,ENST00000550338.6,17,7,4,4,27,18,7
ENSG00000004455,ENST00000551979.1,0,1,0,0,1,0,0
ENSG00000004455,ENST00000672308.1,7,6,6,81,91,102,89
