gene_id,gene_name,isoform_id,isoform_switch_q_value,gene_switch_q_value,dIF,consequences
ENSG00000135046,ANXA1,ENSG00000135046_iso1,0.02044169,0.096819678,0.104020572,Domain_gain;signal_peptide_affected
ENSG00000182718,ANXA2,ENSG00000182718_iso1,0.001504179,0.026628004,0.446921991,NMD_affected;transmembrane_affected;Domain_loss
ENSG00000164111,ANXA5,ENSG00000164111_iso1,0.026453236,0.084987273,0.363391885,Domain_gain;Domain_loss
ENSG00000100823,APEX1,ENSG00000100823_iso1,0.019073417,0.095985185,0.350300867,signal_peptide_affected
ENSG00000198931,APRT,ENSG00000198931_iso1,0.043651159,0.021686301,0.732816493,transmembrane_affected;NMD_affected;signal_peptide_affected
ENSG00000168374,ARF4,ENSG00000168374_iso1,0.006230463,0.082835331,0.54416343,transmembrane_affected
ENSG00000213465,ARL2,ENSG00000213465_iso1,0.002721894,0.064650768,0.732996837,ORF_lengthening
ENSG00000182196,ARL6IP4,ENSG00000182196_iso1,0.007479509,0.055684501,0.646935118,ORF_lengthening;NMD_affected
ENSG00000198960,ARMCX6,ENSG00000198960_iso1,0.010980637,0.080326715,0.124879643,ORF_lengthening;NMD_affected;ORF_shortening
ENSG00000163466,ARPC2,ENSG00000163466_iso1,0.023212505,0.064398016,0.71771492,NMD_affected;transmembrane_affected;Domain_gain
ENSG00000111229,ARPC3,ENSG00000111229_iso1,0.027484568,0.042923219,0.744049016,signal_peptide_affected
ENSG00000162704,ARPC5,ENSG00000162704_iso1,0.011589489,0.077173044,0.486051107,NMD_affected
ENSG00000138381,ASNSD1,ENSG00000138381_iso1,0.031109441,0.026887459,0.627031321,transmembrane_affected;signal_peptide_affected
ENSG00000145782,ATG12,ENSG00000145782_iso1,0.037973953,0.066161159,0.109973761,Domain_gain
ENSG00000177556,ATOX1,ENSG00000177556_iso1,0.02895168,0.06365236,0.221253888,Domain_gain;transmembrane_affected
ENSG00000152234,ATP5F1A,ENSG00000152234_iso1,0.000926151,0.042891082,0.497495992,Domain_loss;ORF_shortening;signal_peptide_affected
ENSG00000110955,ATP5F1B,ENSG00000110955_iso1,0.031993995,0.011300083,0.178263817,ORF_shortening;signal_peptide_affected
ENSG00000165629,ATP5F1C,ENSG00000165629_iso1,0.009675476,0.04572029,0.531580317,NMD_affected
ENSG00000285390,ATP5IF1,ENSG00000285390_iso1,0.024436608,0.002744632,0.258063943,Domain_gain
ENSG00000130770,ATP5IF1,ENSG00000130770_iso1,0.014263715,0.042822764,0.222810073,signal_peptide_affected;Domain_gain;Domain_loss
ENSG00000159199,ATP5MC1,ENSG00000159199_iso1,0.018499958,0.025156797,0.282947361,transmembrane_affected;signal_peptide_affected
ENSG00000135390,ATP5MC2,ENSG00000135390_iso1,0.046207814,0.010805318,0.228616963,ORF_lengthening;Domain_gain
ENSG00000169020,ATP5ME,ENSG00000169020_iso1,0.040366116,0.067725685,0.663625085,ORF_lengthening;Domain_gain
ENSG00000241468,ATP5MF,ENSG00000241468_iso1,0.026912729,0.068424454,0.262819277,transmembrane_affected
ENSG00000167283,ATP5MG,ENSG00000167283_iso1,0.005578546,0.073800828,0.335567303,ORF_shortening;NMD_affected
ENSG00000156411,ATP5MJ,ENSG00000156411_iso1,0.028121226,0.038363926,0.114224432,ORF_lengthening;transmembrane_affected
ENSG00000116459,ATP5PB,ENSG00000116459_iso1,0.040054799,0.087161434,0.106413458,signal_peptide_affected;ORF_shortening;NMD_affected
ENSG00000167863,ATP5PD,ENSG00000167863_iso1,0.011854983,0.016919584,0.181263437,Domain_gain
ENSG00000154723,ATP5PF,ENSG00000154723_iso1,0.011800001,0.067012365,0.597369608,Domain_loss;ORF_shortening;ORF_lengthening
ENSG00000241837,ATP5PO,ENSG00000241837_iso1,0.04218827,0.067633771,0.709999192,Domain_loss;signal_peptide_affected
ENSG00000117410,ATP6V0B,ENSG00000117410_iso1,0.009808472,0.054204168,0.631855213,ORF_shortening
ENSG00000113732,ATP6V0E1,ENSG00000113732_iso1,0.008765267,0.053479009,0.498777335,NMD_affected;Domain_loss
ENSG00000128524,ATP6V1F,ENSG00000128524_iso1,0.002508438,0.084210302,0.292909666,Domain_loss;Domain_gain;NMD_affected
ENSG00000136888,ATP6V1G1,ENSG00000136888_iso1,0.048400469,0.091635781,0.404805328,ORF_lengthening;signal_peptide_affected;Domain_loss
ENSG00000138085,ATRAID,ENSG00000138085_iso1,0.011315925,0.051465093,0.79834865,transmembrane_affected;ORF_shortening;Domain_loss
ENSG00000273686,B2M,ENSG00000273686_iso1,0.04161033,0.051342209,0.447839962,ORF_shortening
ENSG00000166710,B2M,ENSG00000166710_iso1,0.002582154,0.034890723,0.581501961,transmembrane_affected;Domain_gain
ENSG00000258315,BACC1,ENSG00000258315_iso1,0.033657821,0.034193755,0.34183913,transmembrane_affected
ENSG00000175334,BANF1,ENSG00000175334_iso1,0.045259225,0.079519321,0.777019678,ORF_shortening;transmembrane_affected
ENSG00000185825,BCAP31,ENSG00000185825_iso1,0.004257017,0.073618337,0.377180918,ORF_shortening
ENSG00000166681,BEX3,ENSG00000166681_iso1,0.019760887,0.058771788,0.131305775,ORF_lengthening
ENSG00000089685,BIRC5,ENSG00000089685_iso1,0.005835452,0.09325746,0.390472618,Domain_loss
ENSG00000135441,BLOC1S1,ENSG00000135441_iso1,0.00756869,0.004053376,0.220389243,signal_peptide_affected
ENSG00000196072,BLOC1S2,ENSG00000196072_iso1,0.029998736,0.095194675,0.78045969,NMD_affected;ORF_shortening;transmembrane_affected
ENSG00000104164,BLOC1S6,ENSG00000104164_iso1,0.040238988,0.095580268,0.639199049,transmembrane_affected;NMD_affected;ORF_lengthening
ENSG00000090013,BLVRB,ENSG00000090013_iso1,0.048353412,0.077389541,0.391660307,ORF_lengthening;Domain_gain;signal_peptide_affected
ENSG00000183336,BOLA2,ENSG00000183336_iso1,0.025897951,0.080093142,0.577450789,ORF_lengthening;Domain_loss
ENSG00000169627,BOLA2B,ENSG00000169627_iso1,0.003522242,0.078535133,0.327868679,NMD_affected;Domain_gain;transmembrane_affected
ENSG00000261740,BOLA2-SMG1P6,ENSG00000261740_iso1,0.046269424,0.020818357,0.195035896,ORF_lengthening;NMD_affected;Domain_gain
ENSG00000163170,BOLA3,ENSG00000163170_iso1,0.014247211,0.061158645,0.770847554,transmembrane_affected;ORF_shortening;NMD_affected
ENSG00000145741,BTF3,ENSG00000145741_iso1,0.004110008,0.091498242,0.300237405,transmembrane_affected
ENSG00000134717,BTF3L4,ENSG00000134717_iso1,0.007283349,0.014845016,0.111387689,ORF_lengthening;transmembrane_affected
ENSG00000106245,BUD31,ENSG00000106245_iso1,0.049249452,0.022957476,0.532998172,NMD_affected;Domain_loss
ENSG00000110696,C11orf58,ENSG00000110696_iso1,0.017668739,0.077924029,0.190126472,signal_peptide_affected
ENSG00000111678,C12orf57,ENSG00000111678_iso1,0.017451109,0.050289344,0.616522699,ORF_lengthening;transmembrane_affected;Domain_gain
ENSG00000104979,C19orf53,ENSG00000104979_iso1,0.036666353,0.064836427,0.419134369,Domain_gain;ORF_shortening
ENSG00000118292,C1orf54,ENSG00000118292_iso1,0.007364068,0.085009298,0.17824747,Domain_loss;signal_peptide_affected
ENSG00000116161,CACYBP,ENSG00000116161_iso1,0.039920416,0.037106321,0.580880812,NMD_affected
ENSG00000064989,CALCRL,ENSG00000064989_iso1,0.025687716,0.003574231,0.672919313,Domain_loss;ORF_lengthening
ENSG00000122786,CALD1,ENSG00000122786_iso1,0.015124413,0.006019748,0.762560745,NMD_affected
ENSG00000198668,CALM1,ENSG00000198668_iso1,0.034379855,0.098157883,0.455569449,ORF_shortening;Domain_loss;Domain_gain
ENSG00000143933,CALM2,ENSG00000143933_iso1,0.024598958,0.057016939,0.10505699,transmembrane_affected;NMD_affected
ENSG00000160014,CALM3,ENSG00000160014_iso1,0.006021299,0.029594453,0.29152232,Domain_gain
ENSG00000179218,CALR,ENSG00000179218_iso1,0.021751508,0.019758376,0.241751248,Domain_loss;ORF_lengthening;ORF_shortening
ENSG00000171735,CAMTA1,ENSG00000171735_iso1,0.047452698,0.092843635,0.690585113,ORF_shortening;transmembrane_affected;Domain_loss
ENSG00000116489,CAPZA1,ENSG00000116489_iso1,0.028938901,0.064338006,0.332012575,Domain_loss;ORF_shortening
ENSG00000077549,CAPZB,ENSG00000077549_iso1,0.004692813,0.010784845,0.220976617,signal_peptide_affected
ENSG00000105483,CARD8,ENSG00000105483_iso1,0.01623207,0.073512066,0.109514269,NMD_affected;ORF_shortening
ENSG00000153048,CARHSP1,ENSG00000153048_iso1,0.009136901,0.012330065,0.436594741,transmembrane_affected
ENSG00000105974,CAV1,ENSG00000105974_iso1,0.037982628,0.074512481,0.517535594,signal_peptide_affected;ORF_shortening;Domain_loss
ENSG00000122565,CBX3,ENSG00000122565_iso1,0.015472791,0.096870054,0.384883632,ORF_shortening;Domain_loss;NMD_affected
ENSG00000160799,CCDC12,ENSG00000160799_iso1,0.031711802,0.04418475,0.19082166,Domain_loss;Domain_gain
ENSG00000137500,CCDC90B,ENSG00000137500_iso1,0.00523201,0.09785885,0.372643247,NMD_affected;transmembrane_affected;Domain_gain
ENSG00000282521,CCL15-CCL14,ENSG00000282521_iso1,0.00046321,0.023360028,0.300723454,Domain_loss;Domain_gain;ORF_lengthening
ENSG00000275688,CCL15-CCL14,ENSG00000275688_iso1,0.048624427,0.013819578,0.4982531,NMD_affected;signal_peptide_affected
ENSG00000108691,CCL2,ENSG00000108691_iso1,0.001546239,0.052190223,0.634006691,signal_peptide_affected;transmembrane_affected;NMD_affected
ENSG00000112237,CCNC,ENSG00000112237_iso1,0.047218125,0.052561433,0.650139255,Domain_gain;transmembrane_affected;ORF_shortening
ENSG00000134480,CCNH,ENSG00000134480_iso1,0.044303398,0.048527956,0.536220927,ORF_shortening;signal_peptide_affected
ENSG00000150753,CCT5,ENSG00000150753_iso1,0.017095515,0.022427417,0.582485014,Domain_loss;ORF_shortening;NMD_affected
ENSG00000177697,CD151,ENSG00000177697_iso1,0.004161464,0.039051707,0.690678649,NMD_affected
ENSG00000085063,CD59,ENSG00000085063_iso1,0.012610795,0.045996541,0.139420319,transmembrane_affected;Domain_gain;ORF_lengthening
ENSG00000135404,CD63,ENSG00000135404_iso1,0.048102441,0.033162412,0.762301709,Domain_loss
ENSG00000010278,CD9,ENSG00000010278_iso1,0.04379642,0.053268045,0.628497556,transmembrane_affected;Domain_gain
ENSG00000070831,CDC42,ENSG00000070831_iso1,0.042791887,0.087887814,0.149710201,ORF_shortening;Domain_loss
ENSG00000170312,CDK1,ENSG00000170312_iso1,0.04942319,0.010339437,0.715822457,NMD_affected;signal_peptide_affected
ENSG00000111328,CDK2AP1,ENSG00000111328_iso1,0.040458235,0.092023658,0.748628859,ORF_lengthening;Domain_loss
ENSG00000100526,CDKN3,ENSG00000100526_iso1,0.017722871,0.020775025,0.651855053,signal_peptide_affected;ORF_shortening;Domain_loss
ENSG00000291964,CENPN,ENSG00000291964_iso1,0.011887427,0.033660386,0.4179729,ORF_shortening;Domain_gain
ENSG00000166451,CENPN,ENSG00000166451_iso1,0.011948097,0.027412171,0.206973132,ORF_lengthening
ENSG00000203760,CENPW,ENSG00000203760_iso1,0.022508249,0.075418743,0.37287983,ORF_lengthening;transmembrane_affected;signal_peptide_affected
ENSG00000169689,CENPX,ENSG00000169689_iso1,0.026169159,0.066623603,0.543790708,ORF_shortening;Domain_loss
ENSG00000153774,CFDP1,ENSG00000153774_iso1,0.029721843,0.070975961,0.581252089,ORF_lengthening
ENSG00000172757,CFL1,ENSG00000172757_iso1,0.010473429,0.091799323,0.658788335,transmembrane_affected;ORF_shortening
ENSG00000170791,CHCHD7,ENSG00000170791_iso1,0.012129495,0.026007381,0.486507615,Domain_loss;ORF_shortening;ORF_lengthening
ENSG00000130724,CHMP2A,ENSG00000130724_iso1,0.04649017,0.062657047,0.472393519,ORF_shortening;Domain_loss;signal_peptide_affected
ENSG00000115561,CHMP3,ENSG00000115561_iso1,0.029719361,0.016075844,0.187525461,ORF_shortening;Domain_loss
ENSG00000086065,CHMP5,ENSG00000086065_iso1,0.028152514,0.001315828,0.283967782,Domain_loss
ENSG00000166797,CIAO2A,ENSG00000166797_iso1,0.049868003,0.06680015,0.447697824,Domain_loss
ENSG00000166595,CIAO2B,ENSG00000166595_iso1,0.014682618,0.047430161,0.568540767,ORF_lengthening;NMD_affected;signal_peptide_affected
ENSG00000185043,CIB1,ENSG00000185043_iso1,0.04727908,0.026690407,0.317787276,NMD_affected;ORF_lengthening;signal_peptide_affected
ENSG00000122873,CISD1,ENSG00000122873_iso1,0.007826714,0.084755089,0.299608169,transmembrane_affected
ENSG00000145354,CISD2,ENSG00000145354_iso1,0.045085833,0.036098581,0.54027518,Domain_loss;signal_peptide_affected
ENSG00000217555,CKLF,ENSG00000217555_iso1,0.044009702,0.09816057,0.674825452,transmembrane_affected;NMD_affected;Domain_loss
ENSG00000173207,CKS1B,ENSG00000173207_iso1,0.026205583,0.020764585,0.288270453,transmembrane_affected;ORF_shortening;Domain_loss
ENSG00000184113,CLDN5,ENSG00000184113_iso1,0.006771996,0.029892745,0.750868965,transmembrane_affected
ENSG00000110852,CLEC2B,ENSG00000110852_iso1,0.032893549,0.062137359,0.185110991,ORF_shortening;Domain_gain
ENSG00000226248,CLIC1,ENSG00000226248_iso1,0.038460214,0.077753518,0.336196824,NMD_affected
ENSG00000226417,CLIC1,ENSG00000226417_iso1,0.021481347,0.08852489,0.427475434,signal_peptide_affected;ORF_shortening;Domain_gain
ENSG00000223639,CLIC1,ENSG00000223639_iso1,0.020232839,0.080753212,0.789885247,signal_peptide_affected
ENSG00000230685,CLIC1,ENSG00000230685_iso1,0.035860944,0.090660423,0.52763612,ORF_shortening;ORF_lengthening;transmembrane_affected
ENSG00000226651,CLIC1,ENSG00000226651_iso1,0.001961767,0.013979795,0.638139044,ORF_lengthening;Domain_gain;signal_peptide_affected
ENSG00000206394,CLIC1,ENSG00000206394_iso1,0.046514626,0.057038749,0.157231459,Domain_gain;ORF_shortening;transmembrane_affected
ENSG00000213719,CLIC1,ENSG00000213719_iso1,0.042338127,0.067973006,0.463567869,transmembrane_affected
ENSG00000125656,CLPP,ENSG00000125656_iso1,0.008510541,0.025254108,0.185079303,signal_peptide_affected;Domain_loss;transmembrane_affected
ENSG00000187118,CMC1,ENSG00000187118_iso1,0.003774501,0.031564062,0.460374113,transmembrane_affected;ORF_shortening;Domain_gain
ENSG00000103121,CMC2,ENSG00000103121_iso1,0.007025262,0.011135242,0.416465889,Domain_gain;ORF_shortening;ORF_lengthening
ENSG00000184220,CMSS1,ENSG00000184220_iso1,0.006200385,0.06518808,0.139660866,signal_peptide_affected
ENSG00000143771,CNIH4,ENSG00000143771_iso1,0.035113477,0.040948434,0.175279932,ORF_shortening;signal_peptide_affected;Domain_gain
ENSG00000257727,CNPY2,ENSG00000257727_iso1,0.00824159,0.022774317,0.777630931,Domain_loss;Domain_gain;ORF_shortening
ENSG00000119865,CNRIP1,ENSG00000119865_iso1,0.031740337,0.014617789,0.32256374,ORF_lengthening;transmembrane_affected;signal_peptide_affected
ENSG00000181924,COA4,ENSG00000181924_iso1,0.017180882,0.031620618,0.232708352,ORF_lengthening
ENSG00000168275,COA6,ENSG00000168275_iso1,0.04699993,0.062762903,0.353127168,ORF_shortening;transmembrane_affected;signal_peptide_affected
ENSG00000068120,COASY,ENSG00000068120_iso1,0.048412077,0.001317228,0.136194338,transmembrane_affected;Domain_gain;NMD_affected
ENSG00000144810,COL8A1,ENSG00000144810_iso1,0.013821688,0.010422831,0.706868096,signal_peptide_affected;NMD_affected
ENSG00000173163,COMMD1,ENSG00000173163_iso1,0.040210106,0.042477452,0.371441478,ORF_shortening;transmembrane_affected;Domain_gain
ENSG00000148444,COMMD3,ENSG00000148444_iso1,0.003186199,0.073951345,0.387943431,Domain_gain
ENSG00000140365,COMMD4,ENSG00000140365_iso1,0.014587924,0.019657618,0.454672341,signal_peptide_affected;Domain_gain
ENSG00000188243,COMMD6,ENSG00000188243_iso1,0.041730118,0.028806901,0.188965871,NMD_affected;transmembrane_affected
ENSG00000093010,COMT,ENSG00000093010_iso1,0.033519197,0.026979545,0.415370805,ORF_shortening
ENSG00000168090,COPS6,ENSG00000168090_iso1,0.025202417,0.073444707,0.630809274,signal_peptide_affected;transmembrane_affected;ORF_shortening
ENSG00000172428,COPS9,ENSG00000172428_iso1,0.025467911,0.083769704,0.237899056,signal_peptide_affected;NMD_affected;transmembrane_affected
ENSG00000111481,COPZ1,ENSG00000111481_iso1,0.026226925,0.000471754,0.413880039,transmembrane_affected;ORF_shortening
ENSG00000167113,COQ4,ENSG00000167113_iso1,0.014814909,0.058828365,0.405848504,Domain_gain;ORF_lengthening
ENSG00000133983,COX16,ENSG00000133983_iso1,0.018037617,0.064802991,0.308535921,transmembrane_affected;NMD_affected;ORF_shortening
ENSG00000203667,COX20,ENSG00000203667_iso1,0.002880244,0.013312408,0.538657099,ORF_lengthening;signal_peptide_affected
ENSG00000131143,COX4I1,ENSG00000131143_iso1,0.008621292,0.074553462,0.28703526,Domain_gain;ORF_shortening
ENSG00000178741,COX5A,ENSG00000178741_iso1,0.048898244,0.000953409,0.438778178,Domain_loss;NMD_affected;transmembrane_affected
ENSG00000135940,COX5B,ENSG00000135940_iso1,0.027849959,0.050683232,0.698553198,NMD_affected
ENSG00000291596,COX5B,ENSG00000291596_iso1,0.034966826,0.005474712,0.123157997,signal_peptide_affected;ORF_lengthening
ENSG00000111775,COX6A1,ENSG00000111775_iso1,0.023469462,0.008731319,0.293897698,Domain_gain;Domain_loss
ENSG00000126267,COX6B1,ENSG00000126267_iso1,0.035524386,0.088127355,0.520515119,Domain_gain;Domain_loss;ORF_shortening
ENSG00000164919,COX6C,ENSG00000164919_iso1,0.023930361,0.068287077,0.497782042,NMD_affected;ORF_lengthening;Domain_loss
ENSG00000112695,COX7A2,ENSG00000112695_iso1,0.014888957,0.034716536,0.751941172,NMD_affected;Domain_loss
ENSG00000115944,COX7A2L,ENSG00000115944_iso1,0.04687784,0.051792008,0.177169219,ORF_lengthening;signal_peptide_affected
ENSG00000127184,COX7C,ENSG00000127184_iso1,0.02899757,0.038651777,0.760299734,ORF_shortening;Domain_loss
ENSG00000119878,CRIPT,ENSG00000119878_iso1,0.022166379,0.045666093,0.10288103,ORF_shortening;Domain_gain;NMD_affected
ENSG00000230700,CSNK2B,ENSG00000230700_iso1,0.017372884,0.044022867,0.52907722,signal_peptide_affected
ENSG00000160213,CSTB,ENSG00000160213_iso1,0.004140741,0.037577888,0.544626263,transmembrane_affected
ENSG00000164733,CTSB,ENSG00000164733_iso1,0.004645478,0.077528856,0.77431166,Domain_gain;NMD_affected;ORF_lengthening
ENSG00000285132,CTSB,ENSG00000285132_iso1,0.049386915,0.005876843,0.788828816,Domain_gain;Domain_loss
ENSG00000109861,CTSC,ENSG00000109861_iso1,0.01463392,0.067868557,0.153661373,ORF_lengthening;NMD_affected;signal_peptide_affected
ENSG00000288401,CTTN,ENSG00000288401_iso1,0.022487091,0.078208983,0.536986526,Domain_gain
ENSG00000085733,CTTN,ENSG00000085733_iso1,0.038973459,0.096679544,0.747641328,Domain_gain
ENSG00000112514,CUTA,ENSG00000112514_iso1,0.041402524,0.043110701,0.24549779,ORF_shortening
ENSG00000150316,CWC15,ENSG00000150316_iso1,0.005463912,0.017297611,0.583943772,transmembrane_affected;Domain_loss;NMD_affected
ENSG00000172115,CYCS,ENSG00000172115_iso1,0.046115952,0.03017316,0.111121784,transmembrane_affected;ORF_shortening
ENSG00000120306,CYSTM1,ENSG00000120306_iso1,0.030830446,0.093497527,0.716285601,Domain_gain
ENSG00000222041,CYTOR,ENSG00000222041_iso1,0.045607168,0.036390929,0.631470086,signal_peptide_affected;Domain_gain;transmembrane_affected
ENSG00000129562,DAD1,ENSG00000129562_iso1,0.042377462,0.022087122,0.572808329,Domain_loss;transmembrane_affected;signal_peptide_affected
ENSG00000226950,DANCR,ENSG00000226950_iso1,0.029204893,0.047941514,0.610906403,signal_peptide_affected
ENSG00000155368,DBI,ENSG00000155368_iso1,0.047079116,0.041211648,0.358242719,ORF_lengthening;Domain_gain;ORF_shortening
ENSG00000204843,DCTN1,ENSG00000204843_iso1,0.04892803,0.024642482,0.62565798,NMD_affected;ORF_shortening
ENSG00000137100,DCTN3,ENSG00000137100_iso1,0.045652518,0.091484433,0.501897222,ORF_shortening;Domain_loss
ENSG00000179958,DCTPP1,ENSG00000179958_iso1,0.027787978,0.05331633,0.41941584,NMD_affected
ENSG00000153904,DDAH1,ENSG00000153904_iso1,0.025510412,0.026139089,0.120195005,transmembrane_affected;NMD_affected
ENSG00000099977,DDT,ENSG00000099977_iso1,0.036037588,0.006475483,0.599382147,ORF_shortening;signal_peptide_affected;transmembrane_affected
ENSG00000275003,DDT,ENSG00000275003_iso1,0.029467612,0.031586094,0.410698214,Domain_gain;ORF_shortening
ENSG00000104325,DECR1,ENSG00000104325_iso1,0.003576029,0.025936295,0.734082203,transmembrane_affected;Domain_gain;Domain_loss
ENSG00000160049,DFFA,ENSG00000160049_iso1,0.0082815,0.09532303,0.700174858,Domain_loss;signal_peptide_affected
ENSG00000137038,DMAC1,ENSG00000137038_iso1,0.029969313,0.018022682,0.761275676,ORF_shortening;ORF_lengthening;Domain_loss
ENSG00000105993,DNAJB6,ENSG00000105993_iso1,0.038899862,0.09562896,0.721012666,Domain_gain;signal_peptide_affected;ORF_shortening
ENSG00000205981,DNAJC19,ENSG00000205981_iso1,0.011076242,0.043003684,0.14665818,signal_peptide_affected;Domain_loss
ENSG00000000419,DPM1,ENSG00000000419_iso1,0.020493802,0.086810509,0.313707409,signal_peptide_affected;transmembrane_affected
ENSG00000162961,DPY30,ENSG00000162961_iso1,0.004009298,0.055600013,0.487187807,Domain_gain;ORF_lengthening;signal_peptide_affected
ENSG00000128951,DUT,ENSG00000128951_iso1,0.037709621,0.024937634,0.503427287,Domain_loss;signal_peptide_affected;transmembrane_affected
ENSG00000088986,DYNLL1,ENSG00000088986_iso1,0.024968474,0.066248093,0.447380006,ORF_lengthening;transmembrane_affected
ENSG00000125971,DYNLRB1,ENSG00000125971_iso1,0.017614342,0.070805017,0.526392065,signal_peptide_affected
ENSG00000146425,DYNLT1,ENSG00000146425_iso1,0.034110702,0.094728364,0.384216759,signal_peptide_affected
ENSG00000117395,EBNA1BP2,ENSG00000117395_iso1,0.000698222,0.031475846,0.203702075,ORF_lengthening
ENSG00000147155,EBP,ENSG00000147155_iso1,0.025773625,0.085302492,0.264541406,Domain_loss
ENSG00000104823,ECH1,ENSG00000104823_iso1,0.04660825,0.086679927,0.228110198,transmembrane_affected;signal_peptide_affected
ENSG00000282853,ECH1,ENSG00000282853_iso1,0.047674756,0.071123653,0.538704523,ORF_lengthening
ENSG00000107223,EDF1,ENSG00000107223_iso1,0.016166689,0.042722706,0.613043797,ORF_shortening;ORF_lengthening;NMD_affected
ENSG00000156508,EEF1A1,ENSG00000156508_iso1,0.003514583,0.059010014,0.3494886,Domain_loss;ORF_lengthening
ENSG00000283391,EEF1B2,ENSG00000283391_iso1,0.036756742,0.045284698,0.75515739,Domain_loss;NMD_affected;ORF_lengthening
ENSG00000114942,EEF1B2,ENSG00000114942_iso1,0.010896067,0.050148212,0.441526305,NMD_affected;ORF_shortening
ENSG00000104529,EEF1D,ENSG00000104529_iso1,0.013313551,0.061495899,0.623007567,ORF_lengthening;NMD_affected
ENSG00000273594,EEF1D,ENSG00000273594_iso1,0.024164859,0.031487116,0.153123708,NMD_affected;Domain_loss;signal_peptide_affected
ENSG00000167658,EEF2,ENSG00000167658_iso1,0.032919188,0.099822993,0.383440358,NMD_affected;ORF_lengthening;ORF_shortening
ENSG00000115380,EFEMP1,ENSG00000115380_iso1,0.016867251,0.031602541,0.514382103,Domain_gain;ORF_lengthening
ENSG00000173812,EIF1,ENSG00000173812_iso1,0.013811187,0.068096388,0.112249302,signal_peptide_affected;Domain_loss;Domain_gain
ENSG00000173674,EIF1AX,ENSG00000173674_iso1,0.021599759,0.068303173,0.452277264,ORF_shortening;NMD_affected
ENSG00000104408,EIF3E,ENSG00000104408_iso1,0.049481084,0.028466055,0.59487337,NMD_affected
ENSG00000084623,EIF3I,ENSG00000084623_iso1,0.035706811,0.04289728,0.290080274,ORF_lengthening
ENSG00000178982,EIF3K,ENSG00000178982_iso1,0.00549919,0.077061278,0.424182063,Domain_gain
ENSG00000282986,EIF3K,ENSG00000282986_iso1,0.046920924,0.014049169,0.489571439,Domain_gain
ENSG00000100129,EIF3L,ENSG00000100129_iso1,0.011782227,0.046708626,0.109962672,NMD_affected;ORF_lengthening;ORF_shortening
ENSG00000149100,EIF3M,ENSG00000149100_iso1,0.028041852,0.061866699,0.109086434,transmembrane_affected;ORF_lengthening;Domain_loss
ENSG00000161960,EIF4A1,ENSG00000161960_iso1,0.039954138,0.005713116,0.650103381,ORF_lengthening
ENSG00000135930,EIF4E2,ENSG00000135930_iso1,0.015650205,0.039726971,0.480313899,Domain_gain;ORF_shortening
ENSG00000187840,EIF4EBP1,ENSG00000187840_iso1,0.045046901,0.060176613,0.708297228,ORF_lengthening;ORF_shortening;Domain_gain
