gene_id,transcript_id,HUVEC_high1,HUVEC_high2,HUVEC_high3,HUVEC_high4,HUAEC_high1,HUAEC_high2,HUAEC_high3,HUAEC_high4
ENSG00000000971,ENST00000695980.1,0,0,0,1,1,0,1,1
ENSG00000000971,ENST00000695981.1,1,1,0,0,0,0,0,0
ENSG00000000971,ENST00000695984.1,0,1,0,0,0,0,1,1
ENSG00000000971,ENST00000695986.1,0,1,0,0,1,0,1,0
ENSG00000000971,ENST00000695987.1,3,0,1,0,0,0,3,0
ENSG00000000971,ENST00000695990.1,1,2,1,0,0,0,0,1
ENSG00000000971,ENST00000696018.1,6,6,2,1,0,0,0,1
ENSG00000000971,ENST00000696019.1,0,1,0,0,1,0,0,1
ENSG00000000971,ENST00000696020.1,0,0,0,0,0,0,0,0
ENSG00000000971,ENST00000696021.1,0,0,0,0,0,0,0,0
ENSG00000000971,ENST00000696022.1,0,1,0,1,1,0,1,0
ENSG00000000971,ENST00000696023.1,4,1,1,0,0,0,2,0
ENSG00000000971,ENST00000696024.1,0,3,0,0,0,0,0,0
ENSG00000000971,ENST00000696025.1,0,0,0,0,2,0,0,0
ENSG00000000971,ENST00000696026.1,2,3,2,0,0,0,2,1
ENSG00000000971,ENST00000696027.1,3,2,0,0,0,0,1,1
ENSG00000000971,ENST00000696028.1,1,0,1,0,1,0,2,0
ENSG00000000971,ENST00000696029.1,1,2,1,0,0,0,4,0
ENSG00000000971,ENST00000696030.1,3,0,1,0,0,0,3,1
ENSG00000000971,ENST00000696031.1,2,1,2,0,0,0,1,1
ENSG00000001036,ENST00000002165.11,18,20,19,9,16,4,19,11
ENSG00000001036,ENST00000367585.1,3,1,1,1,4,1,2,5
ENSG00000001036,ENST00000451668.1,0,0,0,0,2,0,0,0
ENSG00000001084,ENST00000509541.5,2,1,1,0,0,0,2,3
ENSG00000001084,ENST00000515580.1,0,0,0,0,0,0,0,0
ENSG00000001084,ENST00000616923.5,1,0,0,0,0,0,0,3
ENSG00000001084,ENST00000650454.1,2,0,0,0,0,0,2,3
ENSG00000001167,ENST00000341376.11,4,9,4,5,0,0,3,7
ENSG00000001167,ENST00000353205.5,0,0,0,0,0,0,0,1
ENSG00000001460,ENST00000003583.12,2,0,1,0,0,0,0,0
ENSG00000001460,ENST00000337248.9,5,0,0,0,0,0,2,4
ENSG00000001460,ENST00000374409.5,0,0,1,0,1,0,0,0
ENSG00000001460,ENST00000435187.1,2,0,0,0,0,0,0,0
ENSG00000001460,ENST00000468303.5,3,0,0,0,0,0,2,4
ENSG00000001460,ENST00000483261.1,0,0,0,0,0,0,0,0
ENSG00000001460,ENST00000483528.1,0,0,0,0,0,0,0,0
ENSG00000001460,ENST00000497384.1,4,1,1,0,0,0,0,0
ENSG00000001460,ENST00000498488.5,1,0,1,0,3,0,0,0
ENSG00000001461,ENST00000339255.2,0,1,2,0,0,0,1,0
ENSG00000001461,ENST00000358028.8,0,0,0,0,0,0,0,0
ENSG00000001461,ENST00000374399.9,6,2,4,0,5,1,0,2
ENSG00000001461,ENST00000432012.1,0,0,1,0,0,0,0,0
ENSG00000001461,ENST00000475663.2,0,0,2,0,0,0,2,0
ENSG00000001461,ENST00000488155.1,1,0,0,0,1,0,0,0
ENSG00000001497,ENST00000374804.9,7,8,0,2,6,0,5,4
ENSG00000001497,ENST00000374811.8,7,8,3,3,8,0,5,4
ENSG00000001497,ENST00000469091.1,0,0,0,0,2,0,0,0
ENSG00000001497,ENST00000484069.1,6,8,2,2,7,0,4,4
ENSG00000001497,ENST00000676986.1,0,0,0,0,0,0,0,0
ENSG00000001497,ENST00000677056.1,0,0,0,0,0,1,0,0
ENSG00000001497,ENST00000677087.1,7,7,0,3,6,0,4,3
ENSG00000001497,ENST00000677154.1,0,0,0,0,2,0,0,0
ENSG00000001497,ENST00000677834.1,7,7,2,3,6,0,4,4
ENSG00000001497,ENST00000677969.1,0,0,0,0,0,0,0,0
ENSG00000001497,ENST00000677986.1,7,8,2,3,8,0,5,4
ENSG00000001497,ENST00000678074.1,0,0,1,0,1,0,0,0
ENSG00000001497,ENST00000678173.1,0,2,0,0,1,1,0,1
ENSG00000001497,ENST00000678547.1,0,3,0,0,1,0,0,0
ENSG00000001497,ENST00000678570.1,0,0,1,0,0,0,0,0
ENSG00000001497,ENST00000678602.1,0,0,0,0,0,0,0,0
ENSG00000001497,ENST00000678705.1,0,0,0,0,1,0,0,0
ENSG00000001497,ENST00000678823.1,0,0,0,0,1,0,0,0
ENSG00000001497,ENST00000678848.1,1,3,0,0,1,0,0,0
ENSG00000001497,ENST00000678956.1,0,0,1,0,0,0,0,0
ENSG00000001497,ENST00000679056.1,0,0,2,0,5,0,0,0
ENSG00000001497,ENST00000679116.1,0,2,0,0,4,0,0,0
ENSG00000001497,ENST00000679261.1,0,2,0,0,3,0,0,0
ENSG00000001497,ENST00000679277.1,0,0,0,0,3,0,0,0
ENSG00000001561,ENST00000321037.5,1,0,0,0,2,0,3,3
ENSG00000001617,ENST00000002829.8,15,15,11,5,6,0,6,4
ENSG00000001617,ENST00000413852.5,15,15,11,5,6,1,6,4
ENSG00000001617,ENST00000434342.5,15,15,11,5,6,0,6,4
ENSG00000001629,ENST00000265742.8,10,2,3,2,1,0,4,6
ENSG00000001629,ENST00000422095.1,0,1,0,0,0,0,0,1
ENSG00000001629,ENST00000465883.1,0,0,0,0,0,0,0,0
ENSG00000001630,ENST00000003100.13,71,63,55,59,42,4,57,52
ENSG00000001630,ENST00000422867.1,0,2,0,5,3,1,0,0
ENSG00000001630,ENST00000450723.5,8,2,5,5,9,0,2,3
ENSG00000001630,ENST00000482924.1,0,0,0,0,0,0,0,0
ENSG00000001630,ENST00000691309.1,0,2,6,0,2,0,6,3
ENSG00000001631,ENST00000340022.6,0,0,1,0,0,0,0,0
ENSG00000001631,ENST00000394505.7,0,1,1,0,0,0,0,0
ENSG00000001631,ENST00000394507.5,0,1,0,0,2,0,0,0
ENSG00000001631,ENST00000422347.6,0,0,0,0,0,0,0,0
ENSG00000001631,ENST00000433016.6,1,0,0,0,0,0,0,0
ENSG00000001631,ENST00000444960.6,0,0,0,0,0,0,0,0
ENSG00000001631,ENST00000454017.6,0,0,1,0,0,0,0,0
ENSG00000001631,ENST00000458177.7,0,0,1,0,0,0,0,0
ENSG00000001631,ENST00000475770.6,0,0,1,0,0,0,0,0
ENSG00000001631,ENST00000486261.5,0,1,0,0,0,0,0,0
ENSG00000001631,ENST00000487168.2,1,0,0,2,0,0,0,0
ENSG00000001631,ENST00000684808.1,0,0,1,0,0,0,0,0
ENSG00000001631,ENST00000686043.1,0,0,0,0,0,0,0,0
ENSG00000001631,ENST00000686094.1,0,2,0,0,0,0,0,0
ENSG00000001631,ENST00000686527.1,0,1,0,0,0,0,0,0
ENSG00000001631,ENST00000686619.1,0,1,0,0,2,0,0,0
ENSG00000001631,ENST00000686785.1,1,1,0,0,0,0,0,0
ENSG00000001631,ENST00000687135.1,0,0,1,0,0,0,0,0
ENSG00000001631,ENST00000687517.1,0,0,0,0,1,0,0,0
ENSG00000001631,ENST00000687627.1,0,0,0,0,0,0,0,0
ENSG00000001631,ENST00000687876.1,0,0,0,0,0,0,0,0
ENSG00000001631,ENST00000688180.1,0,0,1,0,0,0,1,0
ENSG00000001631,ENST00000688314.1,0,1,0,0,1,0,0,0
ENSG00000001631,ENST00000688404.1,0,0,1,0,0,0,0,0
ENSG00000001631,ENST00000688580.1,0,1,0,0,0,0,0,0
ENSG00000001631,ENST00000688665.1,0,0,0,0,0,0,0,0
ENSG00000001631,ENST00000688766.1,1,0,0,0,0,0,0,0
ENSG00000001631,ENST00000688781.1,0,0,0,0,0,0,0,0
ENSG00000001631,ENST00000689082.1,0,0,1,0,0,0,0,0
ENSG00000001631,ENST00000689411.1,0,0,2,0,0,0,0,0
ENSG00000001631,ENST00000689556.1,0,2,0,0,0,0,0,0
ENSG00000001631,ENST00000689778.1,0,0,0,0,0,0,0,0
ENSG00000001631,ENST00000690292.1,0,1,0,0,0,0,0,0
ENSG00000001631,ENST00000690529.1,0,0,0,0,3,0,0,0
ENSG00000001631,ENST00000690720.1,0,0,0,0,0,0,0,0
ENSG00000001631,ENST00000690751.1,0,0,0,0,0,0,0,0
ENSG00000001631,ENST00000690904.1,0,0,0,0,1,0,0,0
ENSG00000001631,ENST00000691239.1,1,0,0,1,0,0,0,0
ENSG00000001631,ENST00000691622.1,0,0,0,0,0,0,1,0
ENSG00000001631,ENST00000691827.1,0,1,1,0,1,0,0,0
ENSG00000001631,ENST00000692000.1,0,0,0,0,2,0,0,0
ENSG00000001631,ENST00000692157.1,0,0,1,0,0,0,0,0
ENSG00000001631,ENST00000692205.1,0,0,0,0,1,0,0,0
ENSG00000001631,ENST00000692361.1,0,0,0,0,1,0,0,0
ENSG00000001631,ENST00000692690.1,0,0,0,0,1,0,0,0
ENSG00000001631,ENST00000692807.1,0,0,0,0,0,0,2,0
ENSG00000001631,ENST00000693563.1,0,0,0,0,1,0,0,0
ENSG00000002016,ENST00000228345.9,0,0,2,0,0,0,0,0
ENSG00000002016,ENST00000358495.8,0,0,2,0,0,0,0,0
ENSG00000002016,ENST00000397230.6,0,0,1,0,0,0,0,0
ENSG00000002016,ENST00000430095.6,0,0,2,0,0,0,0,0
ENSG00000002016,ENST00000468231.5,0,0,2,0,0,0,0,0
ENSG00000002016,ENST00000481052.5,0,0,2,0,0,0,0,0
ENSG00000002016,ENST00000488642.6,0,0,2,0,0,0,0,0
ENSG00000002016,ENST00000536177.5,0,0,0,0,0,0,0,0
ENSG00000002016,ENST00000542785.5,0,0,0,0,0,0,0,1
ENSG00000002330,ENST00000309032.8,15,9,35,14,28,0,23,20
ENSG00000002330,ENST00000394531.3,0,0,0,0,0,0,0,1
ENSG00000002330,ENST00000394532.7,15,9,34,16,28,0,25,21
ENSG00000002330,ENST00000544271.1,0,0,0,0,0,0,0,0
ENSG00000002330,ENST00000544785.1,0,0,1,0,0,0,0,0
ENSG00000002549,ENST00000226299.9,40,39,33,26,72,14,85,44
ENSG00000002549,ENST00000503467.1,23,15,13,6,33,6,40,22
ENSG00000002549,ENST00000508497.5,17,23,13,17,30,6,34,14
ENSG00000002549,ENST00000509583.1,15,22,11,17,29,5,27,13
ENSG00000002549,ENST00000512397.1,16,24,16,17,31,6,43,19
ENSG00000002549,ENST00000606142.5,38,39,31,25,70,13,79,42
ENSG00000002549,ENST00000618908.4,40,39,33,26,72,14,85,44
ENSG00000002586,ENST00000381177.7,0,1,0,0,0,0,1,0
ENSG00000002586,ENST00000381180.9,0,0,0,0,0,0,0,0
ENSG00000002586,ENST00000381184.6,14,13,21,5,20,6,33,18
ENSG00000002586,ENST00000381187.8,0,3,3,1,4,0,3,3
ENSG00000002586,ENST00000381192.10,247,167,446,121,344,88,393,308
ENSG00000002586,ENST00000449611.6,0,0,1,0,3,0,0,2
ENSG00000002586,ENST00000482293.6,0,0,0,0,2,0,0,0
ENSG00000002586,ENST00000482405.7,11,6,14,4,10,3,20,12
ENSG00000002586,ENST00000611428.5,251,169,459,122,350,90,407,310
ENSG00000002586,ENST00000623253.4,0,0,1,0,0,0,1,1
ENSG00000002586,ENST00000624481.4,223,153,360,121,268,66,321,237
ENSG00000002586,ENST00000645950.1,4,5,4,1,10,2,13,5
ENSG00000002586,ENST00000646103.1,0,1,0,0,1,0,0,1
ENSG00000002586,ENST00000647297.1,18,12,23,6,21,6,25,23
ENSG00000002587,ENST00000002596.6,1,0,1,2,0,0,0,1
ENSG00000002822,ENST00000265854.12,6,3,8,4,5,2,2,0
ENSG00000002822,ENST00000399654.6,5,3,6,5,4,2,3,0
ENSG00000002822,ENST00000402746.5,5,3,2,3,1,1,0,0
ENSG00000002822,ENST00000406869.5,6,3,6,5,5,2,3,0
ENSG00000002822,ENST00000455998.5,0,0,0,1,0,0,0,0
ENSG00000002822,ENST00000468372.5,2,3,2,3,2,0,0,0
ENSG00000002822,ENST00000477172.1,0,0,0,0,0,0,0,0
ENSG00000002822,ENST00000481633.1,4,4,2,0,0,0,2,0
ENSG00000002822,ENST00000496548.1,5,3,2,2,2,0,2,0
ENSG00000002834,ENST00000318008.11,66,47,46,49,62,9,59,27
ENSG00000002834,ENST00000433206.6,62,45,40,46,61,8,49,24
ENSG00000002834,ENST00000443937.7,1,0,3,0,2,0,7,0
ENSG00000002834,ENST00000579123.1,0,1,0,0,0,0,0,0
ENSG00000002834,ENST00000584106.1,0,0,3,0,2,0,0,1
ENSG00000002834,ENST00000585841.5,2,0,1,0,2,0,7,0
ENSG00000002919,ENST00000359238.7,7,2,4,0,2,1,7,6
ENSG00000002919,ENST00000393405.6,7,2,4,0,2,0,7,6
ENSG00000002919,ENST00000580219.5,0,0,0,0,0,0,0,0
ENSG00000002919,ENST00000582104.5,0,0,0,0,1,0,0,0
ENSG00000002919,ENST00000583320.5,0,0,0,0,0,0,0,0
ENSG00000003056,ENST00000000412.8,16,19,18,12,18,0,9,10
ENSG00000003056,ENST00000536844.5,18,18,14,10,17,1,9,10
ENSG00000003056,ENST00000539143.5,14,13,10,5,9,0,7,6
ENSG00000003056,ENST00000540837.1,0,0,0,2,0,0,0,0
ENSG00000003056,ENST00000541507.5,19,17,15,10,18,0,8,6
ENSG00000003056,ENST00000543845.1,0,0,0,2,0,0,1,0
ENSG00000003056,ENST00000544245.1,0,1,0,1,1,0,0,0
ENSG00000003096,ENST00000262820.7,3,0,0,0,0,0,0,2
ENSG00000003096,ENST00000371876.5,3,0,0,0,0,0,0,2
ENSG00000003096,ENST00000371878.5,3,0,0,0,0,0,0,2
ENSG00000003096,ENST00000371882.5,3,0,0,0,0,0,0,2
ENSG00000003096,ENST00000540167.6,3,0,0,0,0,0,0,2
ENSG00000003096,ENST00000541812.5,3,0,1,0,0,0,0,2
ENSG00000003137,ENST00000412253.1,0,0,1,0,0,0,0,0
ENSG00000003137,ENST00000546307.5,0,1,0,0,0,0,0,0
ENSG00000003147,ENST00000265577.11,0,2,1,2,0,0,0,1
ENSG00000003147,ENST00000317367.9,0,0,2,0,0,0,0,0
ENSG00000003147,ENST00000339809.10,2,2,3,2,0,0,0,0
ENSG00000003147,ENST00000396675.7,2,2,4,3,0,0,0,1
ENSG00000003147,ENST00000401396.5,0,0,4,3,0,0,0,0
ENSG00000003147,ENST00000402384.8,0,3,3,2,2,0,0,2
ENSG00000003147,ENST00000406470.6,2,3,4,2,0,0,0,2
ENSG00000003147,ENST00000407906.5,0,0,0,1,0,0,0,0
ENSG00000003147,ENST00000422063.6,0,0,2,0,0,0,0,0
ENSG00000003147,ENST00000455539.5,2,0,0,2,0,0,0,3
ENSG00000003147,ENST00000457755.5,0,0,0,0,0,0,0,0
ENSG00000003147,ENST00000486677.1,0,0,0,0,0,0,0,1
ENSG00000003147,ENST00000490041.1,2,0,0,0,0,0,0,0
ENSG00000003147,ENST00000650486.1,2,0,5,2,2,0,0,3
ENSG00000003249,ENST00000002501.11,3,4,5,2,12,2,4,4
ENSG00000003249,ENST00000304733.8,3,4,5,2,12,2,4,4
ENSG00000003249,ENST00000392973.8,3,4,5,2,12,2,4,4
ENSG00000003249,ENST00000568662.2,3,4,5,2,12,2,4,4
ENSG00000003249,ENST00000568838.2,3,4,5,2,12,2,4,4
ENSG00000003249,ENST00000623401.1,3,4,5,2,12,2,4,4
ENSG00000003393,ENST00000264276.11,5,1,7,0,1,0,2,0
ENSG00000003393,ENST00000409632.7,0,0,0,0,0,0,0,3
ENSG00000003393,ENST00000410052.1,0,0,0,0,0,0,0,0
ENSG00000003393,ENST00000462747.1,0,0,1,0,0,0,0,1
ENSG00000003393,ENST00000467448.5,0,1,1,0,0,0,1,3
ENSG00000003393,ENST00000482789.6,0,0,1,0,1,0,0,0
ENSG00000003393,ENST00000482891.6,0,0,0,0,0,0,1,0
ENSG00000003393,ENST00000679416.1,2,0,0,0,0,0,1,0
ENSG00000003393,ENST00000679435.1,6,0,3,1,0,0,3,0
ENSG00000003393,ENST00000679503.1,0,0,0,0,0,0,0,3
ENSG00000003393,ENST00000679516.1,0,0,0,1,0,0,0,0
ENSG00000003393,ENST00000679550.1,0,0,0,0,0,0,1,0
ENSG00000003393,ENST00000679618.1,0,0,1,0,0,0,0,0
ENSG00000003393,ENST00000679630.1,0,0,0,0,0,0,0,0
ENSG00000003393,ENST00000679635.1,0,0,1,0,0,0,0,0
ENSG00000003393,ENST00000679686.1,4,0,6,0,0,0,0,0
ENSG00000003393,ENST00000679701.1,1,0,1,0,0,0,1,0
ENSG00000003393,ENST00000679916.1,0,0,1,0,0,0,0,0
ENSG00000003393,ENST00000680135.1,1,0,0,0,0,0,0,0
ENSG00000003393,ENST00000680149.1,1,0,1,0,0,0,0,0
ENSG00000003393,ENST00000680163.1,1,0,0,0,0,0,1,0
ENSG00000003393,ENST00000680188.1,0,0,0,0,0,0,0,3
ENSG00000003393,ENST00000680287.1,1,0,0,0,0,0,0,0
ENSG00000003393,ENST00000680441.1,4,0,6,0,0,0,0,0
ENSG00000003393,ENST00000680497.1,1,0,0,0,0,0,0,0
ENSG00000003393,ENST00000680508.1,1,0,1,0,0,0,1,0
ENSG00000003393,ENST00000680569.1,1,0,1,0,0,0,1,0
ENSG00000003393,ENST00000680630.1,0,0,0,0,0,0,0,0
ENSG00000003393,ENST00000680634.1,0,0,0,0,0,0,0,0
ENSG00000003393,ENST00000680723.1,0,0,0,0,0,0,0,0
ENSG00000003393,ENST00000680726.1,2,0,0,0,0,0,0,0
ENSG00000003393,ENST00000680737.1,0,0,0,1,0,0,1,0
ENSG00000003393,ENST00000680814.1,0,0,0,1,0,0,0,0
ENSG00000003393,ENST00000680828.1,0,0,0,0,0,0,0,0
ENSG00000003393,ENST00000680861.1,5,0,7,0,0,0,2,0
ENSG00000003393,ENST00000680927.1,1,0,1,0,0,0,2,0
ENSG00000003393,ENST00000681144.1,0,0,0,0,0,0,0,3
ENSG00000003393,ENST00000681152.1,3,0,5,0,1,0,0,2
ENSG00000003393,ENST00000681250.1,1,0,0,0,0,0,1,0
ENSG00000003393,ENST00000681279.1,5,2,7,3,0,0,2,0
ENSG00000003393,ENST00000681312.1,0,0,0,0,0,0,0,3
ENSG00000003393,ENST00000681378.1,1,0,0,0,0,0,0,0
ENSG00000003393,ENST00000681495.1,0,0,0,0,0,0,0,0
ENSG00000003393,ENST00000681558.1,0,0,0,0,0,0,0,0
ENSG00000003393,ENST00000681619.1,1,0,0,0,0,0,0,0
ENSG00000003393,ENST00000681716.1,0,0,1,2,0,0,0,0
ENSG00000003393,ENST00000681758.1,0,0,1,0,0,0,0,1
ENSG00000003393,ENST00000681808.1,0,0,0,0,0,0,0,0
ENSG00000003400,ENST00000272879.9,0,0,1,0,3,0,1,1
ENSG00000003400,ENST00000286186.11,7,7,10,3,12,3,8,9
ENSG00000003400,ENST00000313728.12,7,7,9,3,9,3,7,9
ENSG00000003400,ENST00000346817.10,7,7,10,3,8,3,7,11
ENSG00000003400,ENST00000374650.8,5,1,10,1,3,0,4,4
ENSG00000003400,ENST00000438843.6,2,0,0,0,2,0,0,2
ENSG00000003400,ENST00000460140.5,0,0,0,0,0,0,1,1
ENSG00000003400,ENST00000471191.2,2,0,0,0,2,0,0,2
ENSG00000003400,ENST00000485408.2,2,0,0,0,2,0,0,2
ENSG00000003400,ENST00000492363.6,7,7,9,3,10,3,8,10
ENSG00000003400,ENST00000696190.1,0,0,0,0,1,0,0,2
ENSG00000003400,ENST00000696191.1,3,0,0,0,0,0,0,2
ENSG00000003400,ENST00000696199.1,1,0,0,0,2,0,0,0
ENSG00000003402,ENST00000309955.8,25,18,34,14,20,2,32,10
ENSG00000003402,ENST00000341222.10,11,12,30,4,7,4,17,19
ENSG00000003402,ENST00000341582.10,2,0,6,4,7,0,3,0
ENSG00000003402,ENST00000342795.9,0,0,5,0,2,0,1,2
ENSG00000003402,ENST00000395148.6,4,1,6,1,5,0,5,4
ENSG00000003402,ENST00000417748.1,0,0,0,0,2,0,0,0
ENSG00000003402,ENST00000423241.6,2,0,10,0,6,1,3,6
ENSG00000003402,ENST00000439154.6,0,0,8,0,3,1,2,6
ENSG00000003402,ENST00000440180.5,7,6,24,4,13,5,11,13
ENSG00000003402,ENST00000443227.5,2,0,3,3,6,0,3,0
ENSG00000003402,ENST00000457277.5,2,0,1,0,0,0,0,0
ENSG00000003402,ENST00000460961.1,0,1,0,0,2,0,2,2
ENSG00000003402,ENST00000461422.1,1,0,4,0,3,2,1,5
ENSG00000003402,ENST00000461820.5,2,2,6,1,5,0,4,3
ENSG00000003402,ENST00000462763.5,0,1,1,2,4,1,1,1
ENSG00000003402,ENST00000470178.6,6,13,15,8,11,3,14,12
ENSG00000003402,ENST00000470664.1,0,0,0,0,0,0,0,0
ENSG00000003402,ENST00000474842.1,0,0,3,0,0,0,0,0
ENSG00000003402,ENST00000479953.6,0,0,0,0,5,0,1,0
ENSG00000003402,ENST00000490965.1,35,37,60,20,74,7,93,58
ENSG00000003402,ENST00000494258.5,3,1,6,2,5,3,6,9
ENSG00000003436,ENST00000233156.9,41,52,42,44,89,21,89,69
ENSG00000003436,ENST00000339091.8,8,7,9,5,25,4,36,27
ENSG00000003436,ENST00000392365.5,32,46,28,42,73,10,56,43
ENSG00000003436,ENST00000409676.5,10,8,11,5,27,10,34,26
ENSG00000003436,ENST00000417013.5,0,2,1,2,9,1,7,5
ENSG00000003436,ENST00000420747.1,1,4,2,0,7,3,9,2
ENSG00000003436,ENST00000421427.5,0,2,0,0,0,0,0,0
ENSG00000003436,ENST00000435414.5,9,10,0,12,6,1,2,3
ENSG00000003436,ENST00000437725.5,0,1,1,1,9,0,6,2
ENSG00000003436,ENST00000453013.5,0,3,4,3,7,0,9,3
ENSG00000003436,ENST00000481132.5,7,13,1,13,6,1,2,4
ENSG00000003436,ENST00000481389.1,0,0,0,0,0,0,0,0
ENSG00000003509,ENST00000002125.9,4,3,0,5,4,0,0,0
ENSG00000003509,ENST00000336237.10,3,2,0,4,4,0,1,0
ENSG00000003509,ENST00000419278.2,1,0,0,2,0,0,0,0
ENSG00000003509,ENST00000431821.5,0,1,0,0,0,0,0,0
ENSG00000003509,ENST00000441905.1,1,1,0,1,0,0,0,0
ENSG00000003509,ENST00000455230.5,0,0,1,0,2,0,0,0
ENSG00000003509,ENST00000474154.5,3,3,0,5,4,0,0,0
ENSG00000003509,ENST00000474257.5,0,0,0,3,0,0,0,0
ENSG00000003756,ENST00000347869.8,10,12,9,6,2,2,10,5
ENSG00000003756,ENST00000404526.6,3,2,0,0,0,0,0,0
ENSG00000003756,ENST00000433556.6,3,0,0,0,0,0,0,0
ENSG00000003756,ENST00000438369.5,3,0,0,0,0,0,0,0
ENSG00000003756,ENST00000441305.5,2,0,1,0,0,0,0,0
ENSG00000003756,ENST00000461242.1,0,0,0,0,0,0,1,0
ENSG00000003756,ENST00000464087.6,7,10,8,6,2,2,10,4
ENSG00000003756,ENST00000464988.1,6,10,7,6,2,2,10,4
ENSG00000003756,ENST00000469838.5,3,2,2,1,0,0,0,0
ENSG00000003756,ENST00000475590.5,0,0,0,0,0,0,3,0
ENSG00000003756,ENST00000492472.1,0,0,1,0,0,0,0,0
ENSG00000003989,ENST00000004531.14,2,0,6,2,0,0,3,0
ENSG00000003989,ENST00000398090.3,2,0,6,2,0,0,3,0
ENSG00000003989,ENST00000470360.5,2,0,6,2,0,0,3,0
ENSG00000003989,ENST00000494857.6,2,0,6,2,0,0,3,0
ENSG00000003989,ENST00000522656.5,2,0,6,2,0,0,3,0
ENSG00000003989,ENST00000640220.1,2,1,6,2,1,0,3,0
ENSG00000004059,ENST00000000233.10,52,35,76,21,55,13,54,60
ENSG00000004059,ENST00000415666.1,1,0,4,0,0,0,2,0
ENSG00000004059,ENST00000463733.5,52,35,76,21,55,13,55,61
ENSG00000004059,ENST00000467281.5,0,0,1,0,0,0,2,0
ENSG00000004059,ENST00000489673.1,1,0,4,0,0,0,2,0
ENSG00000004139,ENST00000379061.8,0,0,0,0,2,0,0,1
ENSG00000004139,ENST00000585453.5,0,0,3,0,5,0,3,2
ENSG00000004139,ENST00000585482.6,0,0,5,0,5,0,4,2
ENSG00000004142,ENST00000540200.6,24,24,19,11,19,1,13,13
ENSG00000004142,ENST00000618887.2,9,2,6,3,9,0,6,3
