gene_id,transcript_id,HUAEC_low1,HUAEC_low2,HUAEC_low3,HUAEC_low4,HUAEC_high1,HUAEC_high2,HUAEC_high3,HUAEC_high4
ENSG00000001461,ENST00000374399.9,4,11,3,2,5,1,0,2
ENSG00000001461,ENST00000475663.2,0,0,0,0,0,0,2,0
ENSG00000001461,ENST00000488155.1,0,0,0,0,1,0,0,0
ENSG00000001497,ENST00000374804.9,6,16,22,3,6,2,4,4
ENSG00000001497,ENST00000374811.8,7,17,21,5,8,0,5,4
ENSG00000001497,ENST00000484069.1,7,16,23,5,7,0,4,4
ENSG00000001497,ENST00000677056.1,0,0,0,0,0,1,0,0
ENSG00000001497,ENST00000677087.1,5,11,19,2,7,0,5,3
ENSG00000001497,ENST00000677154.1,0,0,1,2,2,0,0,0
ENSG00000001497,ENST00000677834.1,6,17,23,3,7,0,4,4
ENSG00000001497,ENST00000677986.1,6,15,22,4,6,0,4,4
ENSG00000001497,ENST00000678074.1,1,0,0,0,2,0,0,0
ENSG00000001497,ENST00000678705.1,1,0,2,1,2,0,0,0
ENSG00000001497,ENST00000678848.1,0,0,1,0,1,0,0,0
ENSG00000001497,ENST00000678956.1,1,0,1,0,1,0,0,1
ENSG00000001497,ENST00000679056.1,1,0,1,0,2,0,0,0
ENSG00000001497,ENST00000679116.1,0,0,0,2,2,0,0,0
ENSG00000001497,ENST00000679261.1,0,0,2,3,3,0,0,0
ENSG00000001497,ENST00000679277.1,0,2,2,1,3,0,0,0
ENSG00000001561,ENST00000321037.5,3,1,0,5,2,0,3,3
ENSG00000001617,ENST00000002829.8,12,11,6,17,6,0,6,4
ENSG00000001617,ENST00000413852.5,12,11,6,17,6,1,6,4
ENSG00000001617,ENST00000434342.5,12,11,6,17,6,0,6,4
ENSG00000001629,ENST00000265742.8,6,11,10,2,1,0,4,6
ENSG00000001629,ENST00000422095.1,2,4,0,1,0,0,0,1
ENSG00000001630,ENST00000003100.13,43,105,102,65,42,4,57,52
ENSG00000001630,ENST00000422867.1,1,4,5,3,3,1,0,0
ENSG00000001630,ENST00000450723.5,3,5,22,9,8,0,2,3
ENSG00000001630,ENST00000691309.1,2,1,13,2,3,0,6,3
ENSG00000001631,ENST00000444960.6,0,0,1,0,0,0,0,0
ENSG00000001631,ENST00000475770.6,0,0,2,0,0,0,0,0
ENSG00000001631,ENST00000685285.1,0,0,0,0,0,0,1,0
ENSG00000001631,ENST00000686043.1,0,0,1,0,0,0,0,0
ENSG00000001631,ENST00000686149.1,0,0,3,0,0,0,0,0
ENSG00000001631,ENST00000686527.1,0,0,1,0,0,0,0,0
ENSG00000001631,ENST00000686619.1,0,0,0,0,1,0,0,0
ENSG00000001631,ENST00000686785.1,0,1,0,0,0,0,0,0
ENSG00000001631,ENST00000687876.1,0,0,2,0,0,0,0,0
ENSG00000001631,ENST00000688180.1,0,0,0,0,0,0,1,0
ENSG00000001631,ENST00000688781.1,0,0,2,0,0,0,0,0
ENSG00000001631,ENST00000689556.1,0,0,1,0,0,0,0,0
ENSG00000001631,ENST00000690292.1,0,0,0,0,1,0,0,0
ENSG00000001631,ENST00000690529.1,0,0,1,0,2,0,0,0
ENSG00000001631,ENST00000690720.1,0,0,1,0,0,0,0,0
ENSG00000001631,ENST00000692361.1,0,0,1,0,2,0,0,0
ENSG00000001631,ENST00000692807.1,0,0,0,0,0,0,2,0
ENSG00000001631,ENST00000693563.1,0,0,1,0,0,0,0,0
ENSG00000002330,ENST00000309032.8,22,30,36,27,31,0,24,24
ENSG00000002330,ENST00000394532.7,18,29,34,20,26,0,23,20
ENSG00000002549,ENST00000226299.9,48,67,77,60,72,14,86,44
ENSG00000002549,ENST00000503467.1,17,28,23,14,33,6,40,22
ENSG00000002549,ENST00000508497.5,23,35,51,35,30,6,35,14
ENSG00000002549,ENST00000509583.1,20,34,46,30,29,5,28,13
ENSG00000002549,ENST00000512397.1,26,38,55,38,31,6,43,19
ENSG00000002549,ENST00000606142.5,45,66,73,55,70,13,80,42
ENSG00000002549,ENST00000618908.4,48,67,77,60,72,14,86,44
ENSG00000002586,ENST00000381184.6,17,49,42,36,20,6,36,17
ENSG00000002586,ENST00000381187.8,2,5,10,6,6,0,3,4
ENSG00000002586,ENST00000381192.10,374,511,473,443,341,88,399,311
ENSG00000002586,ENST00000449611.6,0,2,2,1,1,0,0,2
ENSG00000002586,ENST00000482405.7,16,34,30,21,16,2,21,13
ENSG00000002586,ENST00000611428.5,370,515,480,448,348,92,403,309
ENSG00000002586,ENST00000623253.4,2,6,3,2,1,0,1,1
ENSG00000002586,ENST00000624481.4,282,418,393,362,266,67,325,233
ENSG00000002586,ENST00000645950.1,10,20,14,15,9,1,10,5
ENSG00000002586,ENST00000646103.1,1,3,0,3,0,0,0,0
ENSG00000002586,ENST00000647297.1,23,33,23,25,20,6,24,22
ENSG00000002587,ENST00000002596.6,0,0,0,0,0,0,0,1
ENSG00000002822,ENST00000265854.12,1,7,11,0,5,2,2,1
ENSG00000002822,ENST00000399654.6,0,7,12,1,5,2,4,0
ENSG00000002822,ENST00000402746.5,0,1,8,0,2,1,0,0
ENSG00000002822,ENST00000406869.5,0,7,11,0,5,2,2,0
ENSG00000002822,ENST00000468372.5,0,0,0,0,2,0,1,0
ENSG00000002822,ENST00000481633.1,0,0,0,1,2,0,2,0
ENSG00000002822,ENST00000496548.1,0,0,0,0,0,0,1,0
ENSG00000002834,ENST00000318008.11,66,91,125,89,73,10,58,27
ENSG00000002834,ENST00000433206.6,62,86,120,81,65,10,55,26
ENSG00000002834,ENST00000443937.7,1,6,4,9,3,0,8,0
ENSG00000002834,ENST00000584106.1,2,4,2,6,3,0,1,1
ENSG00000002834,ENST00000585841.5,2,5,4,6,2,0,7,0
ENSG00000002919,ENST00000359238.7,3,4,7,4,2,0,7,6
ENSG00000002919,ENST00000393405.6,3,4,7,4,2,0,7,6
ENSG00000002919,ENST00000582104.5,0,0,0,1,1,0,0,0
ENSG00000002919,ENST00000583320.5,0,0,0,2,0,0,0,0
ENSG00000003056,ENST00000000412.8,15,28,32,18,18,0,10,12
ENSG00000003056,ENST00000536844.5,10,29,30,17,20,1,10,8
ENSG00000003056,ENST00000539143.5,10,19,18,12,13,0,8,6
ENSG00000003056,ENST00000540837.1,1,2,8,0,0,0,0,0
ENSG00000003056,ENST00000541507.5,9,26,34,14,20,0,9,7
ENSG00000003056,ENST00000543845.1,0,2,3,0,0,0,0,0
ENSG00000003056,ENST00000544245.1,0,2,1,0,0,0,1,0
ENSG00000003096,ENST00000262820.7,2,2,2,0,0,0,0,2
ENSG00000003096,ENST00000371876.5,2,2,2,0,0,0,0,2
ENSG00000003096,ENST00000371878.5,2,2,2,0,0,0,0,2
ENSG00000003096,ENST00000371882.5,2,2,2,0,0,0,0,2
ENSG00000003096,ENST00000540167.6,2,2,2,0,0,0,0,2
ENSG00000003096,ENST00000541812.5,2,2,2,0,0,0,0,2
ENSG00000003147,ENST00000265577.11,2,7,10,4,0,0,0,2
ENSG00000003147,ENST00000339809.10,1,5,9,0,0,0,0,0
ENSG00000003147,ENST00000396675.7,2,5,9,0,0,0,0,1
ENSG00000003147,ENST00000401396.5,2,3,6,0,0,0,0,0
ENSG00000003147,ENST00000402384.8,0,5,11,5,2,0,0,3
ENSG00000003147,ENST00000406470.6,2,3,9,0,0,0,0,2
ENSG00000003147,ENST00000407906.5,0,1,0,0,0,0,0,0
ENSG00000003147,ENST00000455539.5,1,7,12,4,0,0,0,3
ENSG00000003147,ENST00000457755.5,0,0,2,3,0,0,0,0
ENSG00000003147,ENST00000650486.1,0,7,9,3,2,0,0,3
ENSG00000003249,ENST00000002501.11,6,2,10,11,12,2,4,4
ENSG00000003249,ENST00000304733.8,6,2,10,10,12,2,4,4
ENSG00000003249,ENST00000392973.8,6,2,10,10,12,2,4,4
ENSG00000003249,ENST00000568662.2,6,2,10,10,12,2,4,4
ENSG00000003249,ENST00000568838.2,6,2,10,10,12,2,4,4
ENSG00000003249,ENST00000623401.1,6,2,10,10,12,2,4,4
ENSG00000003393,ENST00000264276.11,2,4,2,2,1,0,2,0
ENSG00000003393,ENST00000462747.1,0,0,0,0,0,0,0,1
ENSG00000003393,ENST00000467448.5,0,0,2,2,0,0,1,3
ENSG00000003393,ENST00000482789.6,1,0,1,0,1,0,0,0
ENSG00000003393,ENST00000482891.6,1,1,0,0,0,0,0,0
ENSG00000003393,ENST00000679416.1,0,0,0,0,0,0,1,0
ENSG00000003393,ENST00000679435.1,0,2,3,2,0,0,3,0
ENSG00000003393,ENST00000679686.1,2,4,2,0,0,0,0,0
ENSG00000003393,ENST00000680174.1,0,1,0,0,0,0,0,0
ENSG00000003393,ENST00000680188.1,0,0,1,0,0,0,0,3
ENSG00000003393,ENST00000680236.1,0,0,1,0,0,0,1,0
ENSG00000003393,ENST00000680287.1,0,0,0,0,0,0,1,1
ENSG00000003393,ENST00000680441.1,2,3,2,2,0,0,0,0
ENSG00000003393,ENST00000680508.1,1,0,0,0,0,0,0,0
ENSG00000003393,ENST00000680759.1,0,2,0,0,0,0,0,0
ENSG00000003393,ENST00000680861.1,2,3,4,2,0,0,2,0
ENSG00000003393,ENST00000681152.1,1,0,0,0,1,0,0,2
ENSG00000003393,ENST00000681250.1,0,0,0,0,0,0,1,0
ENSG00000003393,ENST00000681279.1,2,3,3,0,0,0,2,0
ENSG00000003393,ENST00000681312.1,0,0,0,0,0,0,0,3
ENSG00000003393,ENST00000681558.1,1,0,0,0,0,0,0,0
ENSG00000003393,ENST00000681619.1,0,0,0,0,0,0,2,0
ENSG00000003393,ENST00000681716.1,0,0,1,0,0,0,0,0
ENSG00000003393,ENST00000681808.1,0,0,0,0,0,0,1,0
ENSG00000003400,ENST00000272879.9,3,2,1,2,1,0,1,3
ENSG00000003400,ENST00000286186.11,5,7,6,10,9,3,8,10
ENSG00000003400,ENST00000313728.12,4,8,5,9,11,3,7,11
ENSG00000003400,ENST00000346817.10,4,8,6,9,8,3,7,9
ENSG00000003400,ENST00000374650.8,3,4,3,5,1,0,4,4
ENSG00000003400,ENST00000460140.5,1,3,2,1,2,0,1,1
ENSG00000003400,ENST00000471191.2,2,3,0,2,2,0,0,1
ENSG00000003400,ENST00000485408.2,1,2,1,2,1,0,0,0
ENSG00000003400,ENST00000492363.6,5,6,7,10,9,3,8,12
ENSG00000003400,ENST00000696191.1,1,1,2,3,3,0,0,1
ENSG00000003400,ENST00000696199.1,3,2,0,3,2,0,0,1
ENSG00000003402,ENST00000309955.8,19,24,33,30,16,2,32,9
ENSG00000003402,ENST00000341222.10,14,15,26,13,6,4,17,15
ENSG00000003402,ENST00000341582.10,4,4,9,9,7,0,3,2
ENSG00000003402,ENST00000342795.9,1,5,5,0,3,0,1,0
ENSG00000003402,ENST00000395148.6,1,10,7,6,4,0,7,5
ENSG00000003402,ENST00000417748.1,0,0,3,0,2,0,0,0
ENSG00000003402,ENST00000423241.6,5,5,5,16,8,1,2,7
ENSG00000003402,ENST00000439154.6,5,4,2,9,4,1,2,7
ENSG00000003402,ENST00000440180.5,13,12,20,15,12,3,11,15
ENSG00000003402,ENST00000443227.5,2,1,10,9,6,0,4,1
ENSG00000003402,ENST00000457277.5,0,0,0,1,0,0,0,0
ENSG00000003402,ENST00000460961.1,0,2,3,2,3,0,1,1
ENSG00000003402,ENST00000461422.1,2,5,1,1,2,3,1,6
ENSG00000003402,ENST00000461820.5,3,12,9,4,5,0,6,3
ENSG00000003402,ENST00000462763.5,3,2,2,0,4,1,1,1
ENSG00000003402,ENST00000470178.6,19,17,25,16,12,4,13,11
ENSG00000003402,ENST00000474842.1,0,0,0,0,1,0,0,0
ENSG00000003402,ENST00000479953.6,4,0,3,1,5,0,1,0
ENSG00000003402,ENST00000490965.1,65,74,53,68,74,7,97,58
ENSG00000003402,ENST00000494258.5,4,4,1,1,5,2,6,8
ENSG00000003436,ENST00000233156.9,82,119,102,97,99,23,97,69
ENSG00000003436,ENST00000339091.8,22,33,30,40,27,6,36,27
ENSG00000003436,ENST00000392365.5,67,84,83,63,74,10,57,45
ENSG00000003436,ENST00000409676.5,25,40,30,44,31,11,39,27
ENSG00000003436,ENST00000417013.5,4,10,7,17,14,2,10,8
ENSG00000003436,ENST00000420747.1,8,4,9,14,11,6,16,3
ENSG00000003436,ENST00000421427.5,10,6,15,9,9,2,12,5
ENSG00000003436,ENST00000435414.5,3,4,5,7,6,1,2,3
ENSG00000003436,ENST00000437725.5,5,7,7,14,8,3,10,3
ENSG00000003436,ENST00000453013.5,153,161,211,200,194,38,191,116
ENSG00000003436,ENST00000481132.5,4,4,6,7,6,1,2,3
ENSG00000003509,ENST00000002125.9,0,4,3,4,4,0,0,0
ENSG00000003509,ENST00000336237.10,1,4,3,3,4,0,1,0
ENSG00000003509,ENST00000419278.2,0,0,0,1,0,0,0,0
ENSG00000003509,ENST00000441905.1,0,0,1,0,0,0,0,0
ENSG00000003509,ENST00000455230.5,0,0,0,0,2,0,0,0
ENSG00000003509,ENST00000474154.5,0,4,3,4,4,0,0,0
ENSG00000003756,ENST00000347869.8,7,5,6,12,2,2,10,5
ENSG00000003756,ENST00000404526.6,0,0,2,2,0,0,0,0
ENSG00000003756,ENST00000438369.5,0,0,1,1,0,0,0,0
ENSG00000003756,ENST00000441305.5,0,0,2,0,0,0,0,0
ENSG00000003756,ENST00000464087.6,7,4,4,10,2,2,10,4
ENSG00000003756,ENST00000464988.1,7,3,4,10,2,2,10,4
ENSG00000003756,ENST00000469838.5,0,1,2,2,0,0,0,0
ENSG00000003989,ENST00000004531.14,0,0,2,0,0,0,3,0
ENSG00000003989,ENST00000398090.3,0,0,2,0,0,0,3,0
ENSG00000003989,ENST00000470360.5,0,0,2,0,0,0,3,0
ENSG00000003989,ENST00000494857.6,0,0,2,0,0,0,3,0
ENSG00000004059,ENST00000000233.10,60,85,87,63,55,13,54,61
ENSG00000004059,ENST00000415666.1,1,4,2,0,0,0,2,0
ENSG00000004059,ENST00000463733.5,61,86,88,65,55,13,55,61
ENSG00000004059,ENST00000467281.5,0,4,1,0,0,0,2,0
ENSG00000004059,ENST00000489673.1,1,4,2,0,0,0,2,0
ENSG00000004139,ENST00000379061.8,0,0,6,1,2,0,0,1
ENSG00000004139,ENST00000585453.5,3,2,7,4,5,0,3,2
ENSG00000004139,ENST00000585482.6,5,0,7,4,5,0,4,2
ENSG00000004142,ENST00000540200.6,18,26,34,19,19,1,13,13
ENSG00000004142,ENST00000618887.2,6,5,14,8,9,0,6,3
ENSG00000004399,ENST00000324093.9,34,62,47,52,32,8,35,12
ENSG00000004399,ENST00000501038.6,29,45,47,47,28,7,29,12
ENSG00000004399,ENST00000503166.1,0,0,0,0,0,0,2,0
ENSG00000004399,ENST00000504524.5,32,47,49,51,28,6,30,13
ENSG00000004399,ENST00000504689.1,16,25,32,26,12,3,20,7
ENSG00000004399,ENST00000505237.2,3,5,0,0,0,0,0,0
ENSG00000004399,ENST00000505665.5,0,4,0,0,0,0,0,0
ENSG00000004399,ENST00000506979.1,2,2,0,2,0,0,0,0
ENSG00000004399,ENST00000512744.5,30,55,49,50,29,7,31,13
ENSG00000004399,ENST00000514990.1,0,0,0,1,0,0,0,0
ENSG00000004455,ENST00000354858.11,12,31,26,23,23,4,26,16
ENSG00000004455,ENST00000373449.7,8,31,17,10,14,3,18,17
ENSG00000004455,ENST00000467905.5,3,4,1,1,0,0,2,4
ENSG00000004455,ENST00000469238.2,79,82,100,75,82,17,98,78
ENSG00000004455,ENST00000480134.5,12,24,17,17,17,4,30,27
ENSG00000004455,ENST00000487289.1,6,2,0,0,1,1,0,4
ENSG00000004455,ENST00000491241.2,3,14,11,7,4,3,6,10
ENSG00000004455,ENST00000550338.6,4,25,15,10,11,3,13,12
ENSG00000004455,ENST00000672308.1,82,91,104,91,84,19,101,84
ENSG00000004455,ENST00000672715.1,87,115,120,100,99,25,116,93
ENSG00000004455,ENST00000673291.1,4,3,0,1,1,0,2,3
ENSG00000004455,ENST00000695598.1,13,39,27,13,29,4,16,14
ENSG00000004455,ENST00000695599.1,4,23,15,5,12,3,13,8
ENSG00000004455,ENST00000695600.1,29,42,34,33,39,5,31,23
ENSG00000004455,ENST00000695601.1,4,11,13,8,6,0,6,11
ENSG00000004455,ENST00000695602.1,82,95,103,85,88,21,102,80
ENSG00000004455,ENST00000695603.1,74,80,95,79,78,18,76,72
ENSG00000004455,ENST00000695604.1,53,65,76,58,49,17,72,61
ENSG00000004455,ENST00000695605.1,2,1,0,0,2,0,1,0
ENSG00000004478,ENST00000001008.6,21,32,51,22,38,2,16,21
ENSG00000004487,ENST00000356634.7,1,6,1,0,0,1,0,2
ENSG00000004487,ENST00000400181.9,0,5,7,2,2,0,4,1
ENSG00000004487,ENST00000465864.2,3,4,7,1,0,0,8,2
ENSG00000004487,ENST00000494920.1,2,4,2,2,1,0,2,2
ENSG00000004487,ENST00000602503.1,0,4,4,0,0,0,3,1
ENSG00000004487,ENST00000685102.1,2,4,7,2,2,0,1,3
ENSG00000004487,ENST00000685243.1,2,2,4,0,3,0,1,0
ENSG00000004487,ENST00000686270.1,5,5,2,1,1,0,5,0
ENSG00000004487,ENST00000686339.1,3,3,4,0,2,0,0,2
ENSG00000004487,ENST00000686771.1,4,3,3,3,2,1,2,3
ENSG00000004487,ENST00000686793.1,2,7,8,1,2,0,0,2
ENSG00000004487,ENST00000686934.1,1,2,3,2,4,1,5,1
ENSG00000004487,ENST00000687202.1,1,0,5,2,1,0,3,1
ENSG00000004487,ENST00000688122.1,1,5,1,0,1,3,3,2
ENSG00000004487,ENST00000688235.1,5,5,3,1,1,0,1,0
ENSG00000004487,ENST00000688943.1,4,4,5,2,2,0,1,0
ENSG00000004487,ENST00000689366.1,3,4,7,2,1,1,4,1
ENSG00000004487,ENST00000689677.1,4,6,3,0,0,0,5,5
ENSG00000004487,ENST00000689853.1,1,8,2,2,4,1,3,0
ENSG00000004487,ENST00000689971.1,3,3,4,1,1,0,4,0
ENSG00000004487,ENST00000690391.1,1,2,4,1,5,0,3,1
ENSG00000004487,ENST00000690627.1,1,5,9,1,2,1,3,1
ENSG00000004487,ENST00000690907.1,1,8,5,0,2,2,2,2
ENSG00000004487,ENST00000691256.1,4,8,2,0,1,2,1,1
ENSG00000004487,ENST00000691404.1,2,2,6,2,2,0,0,0
ENSG00000004487,ENST00000691682.1,3,3,3,2,1,0,1,0
ENSG00000004487,ENST00000691694.1,0,0,1,0,0,0,0,0
ENSG00000004487,ENST00000691813.1,3,3,5,0,4,0,3,1
ENSG00000004487,ENST00000692056.1,0,6,4,0,2,1,3,3
ENSG00000004487,ENST00000692209.1,3,6,5,2,2,1,4,1
ENSG00000004487,ENST00000692214.1,4,7,4,2,3,0,3,5
ENSG00000004487,ENST00000692853.1,3,8,2,3,3,0,7,1
ENSG00000004487,ENST00000692975.1,5,2,3,2,0,1,4,0
ENSG00000004487,ENST00000693156.1,4,0,5,0,0,0,5,1
ENSG00000004534,ENST00000266022.9,5,5,3,4,6,1,1,0
ENSG00000004534,ENST00000419610.5,4,5,2,3,6,2,2,1
ENSG00000004534,ENST00000422955.5,3,6,3,3,5,2,2,0
ENSG00000004534,ENST00000425608.5,1,0,0,0,0,0,0,0
ENSG00000004534,ENST00000442092.5,3,6,3,3,5,2,2,0
ENSG00000004534,ENST00000443081.5,5,4,3,3,5,2,0,0
ENSG00000004534,ENST00000454079.5,5,6,3,4,6,2,2,0
ENSG00000004660,ENST00000158166.5,1,0,0,0,0,0,0,0
ENSG00000004660,ENST00000348335.7,0,0,8,0,0,0,0,0
ENSG00000004660,ENST00000381769.6,1,0,8,0,0,0,0,0
ENSG00000004700,ENST00000314748.10,2,0,0,0,0,0,0,0
ENSG00000004700,ENST00000396093.7,3,0,0,0,0,0,0,0
ENSG00000004700,ENST00000421138.6,4,2,1,0,0,0,0,1
ENSG00000004700,ENST00000444129.7,9,14,7,13,6,2,13,7
ENSG00000004700,ENST00000536240.5,2,0,0,1,0,0,0,0
ENSG00000004700,ENST00000536964.5,2,0,0,0,0,0,0,0
ENSG00000004700,ENST00000539672.1,2,0,0,0,0,0,0,0
ENSG00000004766,ENST00000251739.9,1,0,0,0,1,0,0,0
ENSG00000004766,ENST00000305866.10,0,5,4,2,2,0,0,4
ENSG00000004766,ENST00000441602.5,0,5,4,2,2,0,0,4
ENSG00000004766,ENST00000458707.1,1,2,0,0,0,1,2,0
ENSG00000004766,ENST00000471188.5,0,5,3,2,2,0,1,4
ENSG00000004766,ENST00000544910.5,0,5,3,2,2,0,0,4
ENSG00000004766,ENST00000649152.1,0,5,4,2,2,0,0,4
ENSG00000004776,ENST00000004982.6,3,6,2,0,1,0,0,0
ENSG00000004777,ENST00000314737.9,0,1,0,1,0,0,0,0
ENSG00000004779,ENST00000007516.8,693,779,887,805,479,88,496,611
ENSG00000004779,ENST00000484769.1,250,282,322,255,167,20,193,184
ENSG00000004779,ENST00000562133.5,63,62,97,52,46,11,80,42
ENSG00000004779,ENST00000570319.5,4,5,7,7,0,0,1,0
ENSG00000004799,ENST00000005178.6,2,0,0,0,0,0,0,0
ENSG00000004838,ENST00000490675.5,0,0,1,1,0,0,1,0
ENSG00000004864,ENST00000265631.10,5,9,8,6,7,0,1,3
ENSG00000004864,ENST00000416240.6,5,9,8,6,7,0,0,3
ENSG00000004866,ENST00000265437.9,1,0,1,2,0,0,0,0
ENSG00000004866,ENST00000323984.8,0,1,2,0,0,0,0,0
ENSG00000004866,ENST00000393443.5,0,2,2,0,0,0,0,0
ENSG00000004866,ENST00000393444.7,1,0,2,0,0,0,0,0
ENSG00000004866,ENST00000393446.6,1,1,2,0,0,0,0,0
ENSG00000004866,ENST00000393447.8,0,0,2,0,0,0,0,0
ENSG00000004866,ENST00000393449.5,2,0,1,0,0,0,0,2
ENSG00000004866,ENST00000393451.7,1,0,1,0,0,0,0,0
ENSG00000004866,ENST00000422922.5,0,0,1,1,0,0,0,0
ENSG00000004866,ENST00000432298.5,1,2,1,0,1,0,0,0
ENSG00000004866,ENST00000446490.5,2,1,1,0,0,0,0,1
ENSG00000004866,ENST00000464020.1,1,0,1,2,0,0,0,0
ENSG00000004866,ENST00000490039.1,2,2,0,0,0,0,0,1
ENSG00000004897,ENST00000066544.8,11,24,15,14,18,4,13,15
ENSG00000004897,ENST00000527547.5,0,0,0,0,0,0,1,0
ENSG00000004897,ENST00000531206.5,1,5,5,5,10,2,9,3
ENSG00000004897,ENST00000533415.5,0,0,0,0,0,0,1,0
ENSG00000004897,ENST00000570740.1,0,0,0,0,0,2,0,0
ENSG00000004961,ENST00000321143.8,6,8,16,9,9,0,9,9
ENSG00000004961,ENST00000380762.5,8,8,16,10,9,0,9,11
