gene_id,gene_name,isoform_id,isoform_switch_q_value,gene_switch_q_value,dIF,consequences
ENSG00000196465,MYL6B,ENSG00000196465_iso1,0.032113224,0.082091385,0.695026907,Domain_loss
ENSG00000184752,NDUFA12,ENSG00000184752_iso1,0.001993913,0.083561229,0.382286989,NMD_affected
ENSG00000136521,NDUFB5,ENSG00000136521_iso1,0.008745996,0.00137501,0.196136728,ORF_lengthening;signal_peptide_affected;Domain_loss
ENSG00000151366,NDUFC2,ENSG00000151366_iso1,0.02625891,0.000768047,0.195439843,signal_peptide_affected;NMD_affected;Domain_loss
ENSG00000166741,NNMT,ENSG00000166741_iso1,0.00198964,0.070846398,0.556088155,NMD_affected;Domain_loss
ENSG00000186184,POLR1D,ENSG00000186184_iso1,0.031351343,0.00763914,0.252532902,transmembrane_affected;Domain_gain
ENSG00000196262,PPIA,ENSG00000196262_iso1,0.004235776,0.079858909,0.429558858,transmembrane_affected
ENSG00000166794,PPIB,ENSG00000166794_iso1,0.00010831,0.055020362,0.369607947,Domain_loss;Domain_gain
ENSG00000117592,PRDX6,ENSG00000117592_iso1,0.04625507,0.074219965,0.735673651,Domain_loss;Domain_gain
ENSG00000100567,PSMA3,ENSG00000100567_iso1,0.047107493,0.045746329,0.314267321,ORF_shortening;ORF_lengthening
ENSG00000041357,PSMA4,ENSG00000041357_iso1,0.007373323,0.066656714,0.348602145,Domain_loss;NMD_affected;ORF_lengthening
ENSG00000100804,PSMB5,ENSG00000100804_iso1,0.017714091,0.057488045,0.175209927,NMD_affected;Domain_gain
ENSG00000142541,RPL13A,ENSG00000142541_iso1,0.012775874,0.094699231,0.43092172,transmembrane_affected
ENSG00000188846,RPL14,ENSG00000188846_iso1,0.019555307,0.080739084,0.209996366,NMD_affected
ENSG00000265681,RPL17,ENSG00000265681_iso1,0.012139164,0.030371271,0.418189888,ORF_lengthening;ORF_shortening;Domain_loss
ENSG00000122026,RPL21,ENSG00000122026_iso1,0.046599165,0.064778342,0.213704663,ORF_shortening;Domain_loss;transmembrane_affected
ENSG00000161970,RPL26,ENSG00000161970_iso1,0.029624709,0.045354411,0.726121077,Domain_gain
ENSG00000166441,RPL27A,ENSG00000166441_iso1,0.011619884,0.045747949,0.7197954,NMD_affected;Domain_loss;transmembrane_affected
ENSG00000156482,RPL30,ENSG00000156482_iso1,0.007993389,0.049936782,0.30912062,ORF_lengthening
ENSG00000071082,RPL31,ENSG00000071082_iso1,0.041934689,0.049997681,0.204394195,ORF_lengthening;Domain_loss
ENSG00000182899,RPL35A,ENSG00000182899_iso1,0.017196238,0.074845765,0.2990269,ORF_shortening;NMD_affected
ENSG00000122406,RPL5,ENSG00000122406_iso1,0.000317707,0.084991999,0.794557606,Domain_loss;Domain_gain;signal_peptide_affected
ENSG00000147604,RPL7,ENSG00000147604_iso1,0.044151691,0.066174801,0.415100791,Domain_gain
ENSG00000148303,RPL7A,ENSG00000148303_iso1,0.002261335,0.059771782,0.171880614,ORF_shortening
ENSG00000280858,RPL7A,ENSG00000280858_iso1,0.003345107,0.074293675,0.159523107,Domain_gain
ENSG00000089157,RPLP0,ENSG00000089157_iso1,0.00099752,0.027200427,0.161241193,Domain_loss;ORF_shortening;Domain_gain
ENSG00000137818,RPLP1,ENSG00000137818_iso1,0.030071689,0.035814932,0.786439005,Domain_loss;ORF_shortening
ENSG00000177600,RPLP2,ENSG00000177600_iso1,0.041029052,0.088062927,0.397603239,Domain_gain;signal_peptide_affected
ENSG00000235650,RPS18,ENSG00000235650_iso1,0.024377956,0.032231977,0.473253249,Domain_loss;transmembrane_affected;NMD_affected
ENSG00000008988,RPS20,ENSG00000008988_iso1,0.02693058,0.072584784,0.205375738,ORF_shortening;NMD_affected;transmembrane_affected
ENSG00000292158,RPS3A,ENSG00000292158_iso1,0.034525645,0.032925087,0.491908849,Domain_loss;Domain_gain;ORF_lengthening
ENSG00000145425,RPS3A,ENSG00000145425_iso1,0.00261272,0.080668673,0.216800654,signal_peptide_affected
ENSG00000137154,RPS6,ENSG00000137154_iso1,0.007204239,0.050244113,0.433570264,NMD_affected
ENSG00000142937,RPS8,ENSG00000142937_iso1,0.03165997,0.098573846,0.43155859,ORF_lengthening;ORF_shortening;signal_peptide_affected
ENSG00000168028,RPSA,ENSG00000168028_iso1,0.008963758,0.069880186,0.491672514,ORF_lengthening
ENSG00000087302,RTRAF,ENSG00000087302_iso1,0.030281046,0.051235051,0.783293314,Domain_gain
ENSG00000130066,SAT1,ENSG00000130066_iso1,0.039904339,0.037937895,0.521144581,ORF_shortening;transmembrane_affected;ORF_lengthening
ENSG00000178980,SELENOW,ENSG00000178980_iso1,0.002967345,0.070021487,0.308366617,Domain_gain;signal_peptide_affected;ORF_lengthening
ENSG00000119705,SLIRP,ENSG00000119705_iso1,0.001446693,0.071348822,0.351504952,transmembrane_affected;NMD_affected
ENSG00000167088,SNRPD1,ENSG00000167088_iso1,0.04397677,0.081506033,0.564687466,signal_peptide_affected;Domain_loss;ORF_lengthening
ENSG00000198168,SVIP,ENSG00000198168_iso1,0.040510447,0.040129113,0.173512761,transmembrane_affected;ORF_lengthening
ENSG00000169908,TM4SF1,ENSG00000169908_iso1,0.016319411,0.056736531,0.62859884,transmembrane_affected
ENSG00000198498,TMA16,ENSG00000198498_iso1,0.044617304,0.091732818,0.494148279,signal_peptide_affected
ENSG00000232112,TMA7,ENSG00000232112_iso1,0.014084219,0.055241348,0.668544892,Domain_loss;ORF_lengthening;transmembrane_affected
ENSG00000179029,TMEM107,ENSG00000179029_iso1,0.044207786,0.006341019,0.744386616,ORF_shortening;signal_peptide_affected;Domain_gain
ENSG00000133112,TPT1,ENSG00000133112_iso1,0.002213658,0.055358165,0.694678258,ORF_shortening;Domain_gain
ENSG00000170315,UBB,ENSG00000170315_iso1,0.020107926,0.007716582,0.778507064,Domain_loss;signal_peptide_affected
ENSG00000244687,UBE2V1,ENSG00000244687_iso1,0.007642633,0.079800479,0.365808643,signal_peptide_affected;ORF_shortening
ENSG00000173465,ZNRD2,ENSG00000173465_iso1,0.010856373,0.054351578,0.709022352,NMD_affected;ORF_shortening
ENSG00000293320,,ENSG00000293320_iso1,0.031416189,0.009404051,0.202629638,Domain_loss;Domain_gain
