gene_id	feature_id	lr	df	pvalue	adj_pvalue	mean_proportion_ref	mean_proportion_comp	log2FC
ENSG00000120533	ENST00000523707.1	21.88450492	1	2.90E-06	0.000692505	0.025743475	0.005823185	-2.144326568
ENSG00000274626	ENST00000616928.3	21.94163783	1	2.81E-06	0.000692505	0.872525543	0.967735481	0.149415392
ENSG00000274626	ENST00000626065.1	21.94163783	1	2.81E-06	0.000692505	0.127474457	0.032264519	-1.982187775
ENSG00000178982	ENST00000248342.9	21.73724104	1	3.13E-06	0.000731494	0.523117979	0.702973759	0.426334481
ENSG00000118181	ENST00000527791.5	21.52992229	1	3.48E-06	0.000796036	0.037678955	0.015075701	-1.321533886
ENSG00000273686	ENST00000617605.4	21.49343065	1	3.55E-06	0.000796036	0.206265875	0.402219939	0.96347944
ENSG00000103769	ENST00000261890.7	21.29792864	1	3.93E-06	0.000859848	0.245087917	0.426866099	0.800484231
ENSG00000173660	ENST00000460947.1	21.26732571	1	3.99E-06	0.000859848	0.048308107	0.017316133	-1.48014857
ENSG00000100567	ENST00000216455.9	21.10922074	1	4.34E-06	0.000890255	0.244859462	0.464287273	0.923063787
ENSG00000274005	ENST00000617291.3	21.08904739	1	4.38E-06	0.000890255	0.876376403	0.972643582	0.150360597
ENSG00000274005	ENST00000629607.1	21.08904739	1	4.38E-06	0.000890255	0.123623597	0.027356418	-2.176002885
ENSG00000280831	ENST00000630540.2	20.95735181	1	4.70E-06	0.00093594	0.037513552	0.015179984	-1.305241611
ENSG00000105193	ENST00000602153.5	20.76915226	1	5.18E-06	0.000973144	0.018412096	0.006230627	-1.563204512
ENSG00000172172	ENST00000306185.8	20.78548096	1	5.14E-06	0.000973144	0.356771958	0.593815097	0.735011548
ENSG00000275903	ENST00000619951.2	20.74581839	1	5.24E-06	0.000973144	0.505099322	0.684434963	0.438346352
ENSG00000277791	ENST00000619426.5	20.76352747	1	5.20E-06	0.000973144	0.498694859	0.679745571	0.446837518
ENSG00000170315	ENST00000302182.8	20.67432673	1	5.44E-06	0.000993042	0.188213119	0.343560444	0.86819675
ENSG00000127184	ENST00000510447.1	20.58317626	1	5.71E-06	0.001022614	0.046929405	0.018718573	-1.326021721
ENSG00000198242	ENST00000580755.1	20.55432424	1	5.80E-06	0.001022614	0.007882367	0.002433847	-1.695390391
ENSG00000122026	ENST00000485756.1	20.29109484	1	6.65E-06	0.00108559	0.02117798	0.006315693	-1.745552
ENSG00000140307	ENST00000396064.7	20.3084238	1	6.59E-06	0.00108559	0.161152215	0.05465447	-1.560012627
ENSG00000214253	ENST00000223136.5	20.23207137	1	6.86E-06	0.00108559	0.294701511	0.447466017	0.602523663
ENSG00000275323	ENST00000618751.3	20.23692037	1	6.84E-06	0.00108559	0.878721982	0.972350361	0.146069461
ENSG00000275323	ENST00000630768.1	20.23692037	1	6.84E-06	0.00108559	0.121278018	0.027649639	-2.132985556
ENSG00000293320	ENST00000418824.3	20.3386826	1	6.49E-06	0.00108559	0.256815376	0.121534882	-1.079361142
ENSG00000293320	ENST00000690968.2	20.3386826	1	6.49E-06	0.00108559	0.743184624	0.878465118	0.241264348
ENSG00000034713	ENST00000037243.7	20.15997634	1	7.12E-06	0.001095076	0.427039822	0.693672616	0.699884323
ENSG00000167283	ENST00000527186.1	20.16338836	1	7.11E-06	0.001095076	0.011050622	0.003726076	-1.568398692
ENSG00000129559	ENST00000250495.10	19.85196526	1	8.37E-06	0.00126835	0.551548807	0.673636833	0.288482465
ENSG00000100138	ENST00000648161.1	19.80493939	1	8.58E-06	0.001281885	0.033069234	0.008815761	-1.907332571
ENSG00000112695	ENST00000460985.1	19.7704436	1	8.73E-06	0.001287351	0.010346782	0.003688063	-1.488246833
ENSG00000085063	ENST00000351554.8	19.65501768	1	9.28E-06	0.001349023	0.072199887	0.110811156	0.618034646
ENSG00000160014	ENST00000486500.1	19.5264613	1	9.92E-06	0.001404947	0.288449333	0.172859245	-0.738720161
ENSG00000219200	ENST00000552176.2	19.53585541	1	9.87E-06	0.001404947	0.024876836	0.007122301	-1.804387668
ENSG00000122406	ENST00000370321.8	19.29515507	1	1.12E-05	0.001565244	0.250742641	0.390807745	0.640251698
ENSG00000160213	ENST00000639959.1	19.22178116	1	1.16E-05	0.001605717	0.081307039	0.027628393	-1.557228613
ENSG00000131143	ENST00000562929.1	19.08892961	1	1.25E-05	0.001612164	0.040892872	0.012977923	-1.655789912
ENSG00000136810	ENST00000374517.6	19.15934042	1	1.20E-05	0.001612164	0.812128505	0.921310695	0.181979734
ENSG00000156467	ENST00000517523.1	19.09819234	1	1.24E-05	0.001612164	0.044864709	0.02561453	-0.808618657
ENSG00000168275	ENST00000366612.1	19.07268206	1	1.26E-05	0.001612164	0.158486122	0.063593781	-1.317398917
ENSG00000205544	ENST00000302422.4	19.10084838	1	1.24E-05	0.001612164	0.823476908	0.911641536	0.146738465
ENSG00000283771	ENST00000639136.2	19.13650691	1	1.22E-05	0.001612164	0.823476908	0.911582869	0.14664562
ENSG00000142168	ENST00000389995.4	18.56865073	1	1.64E-05	0.002075088	0.169678125	0.082117779	-1.04703407
ENSG00000138326	ENST00000645195.1	18.50366857	1	1.70E-05	0.002122086	0.016270536	0.00615695	-1.40197406
ENSG00000164687	ENST00000297258.11	18.38533952	1	1.80E-05	0.002206711	0.702852433	0.850494746	0.275080503
ENSG00000164687	ENST00000396359.1	18.38533952	1	1.80E-05	0.002206711	0.297147567	0.149505254	-0.990983382
ENSG00000101182	ENST00000442551.5	18.35612223	1	1.83E-05	0.002215633	0.380516871	0.216530475	-0.813390333
ENSG00000140995	ENST00000562044.1	18.31572327	1	1.87E-05	0.002237971	0.206188467	0.065291606	-1.658994214
ENSG00000122026	ENST00000483765.5	18.24198458	1	1.95E-05	0.00229614	0.026286725	0.009813945	-1.421429296
ENSG00000129538	ENST00000412779.2	18.22497764	1	1.96E-05	0.00229614	0.208737944	0.114034791	-0.872218825
ENSG00000123131	ENST00000379341.9	18.13748399	1	2.06E-05	0.002352937	0.633155826	0.804826625	0.346117429
ENSG00000123131	ENST00000439422.1	18.13748399	1	2.06E-05	0.002352937	0.366844174	0.195173375	-0.91041112
ENSG00000096150	ENST00000211372.9	18.09656334	1	2.10E-05	0.002378743	0.693030661	0.775328783	0.161889043
ENSG00000213741	ENST00000557111.5	17.99985642	1	2.21E-05	0.002476624	0.007006371	0.00381394	-0.877385088
ENSG00000165629	ENST00000356708.12	17.95059814	1	2.27E-05	0.002489681	0.23649954	0.372198977	0.654236712
ENSG00000167460	ENST00000587201.6	17.95306354	1	2.26E-05	0.002489681	0.051337036	0.023802179	-1.10890637
ENSG00000083845	ENST00000596314.5	17.87685492	1	2.36E-05	0.00253628	0.079210406	0.03646136	-1.119321586
ENSG00000166012	ENST00000323981.6	17.8900383	1	2.34E-05	0.00253628	0.838959856	0.705357707	-0.250246705
ENSG00000041357	ENST00000044462.12	17.80943418	1	2.44E-05	0.002601736	0.099370331	0.196982682	0.987181719
ENSG00000164258	ENST00000506765.1	17.74626098	1	2.52E-05	0.002663206	0.07375541	0.023969625	-1.621541552
ENSG00000055950	ENST00000318364.13	17.66529066	1	2.63E-05	0.002703622	0.274136174	0.479053239	0.805293285
ENSG00000085063	ENST00000527577.5	17.67914695	1	2.61E-05	0.002703622	0.042558971	0.071921435	0.756958527
ENSG00000278229	ENST00000632799.1	17.66246924	1	2.64E-05	0.002703622	0.051254439	0.034380005	-0.576107212
ENSG00000131469	ENST00000586277.5	17.57049123	1	2.77E-05	0.002810824	0.025570269	0.011807389	-1.114777407
ENSG00000145425	ENST00000515792.5	17.55231222	1	2.80E-05	0.002811303	0.152037853	0.065397654	-1.217119773
ENSG00000108107	ENST00000426763.3	17.53178887	1	2.83E-05	0.002815498	0.02839054	0.01255548	-1.177093089
ENSG00000132963	ENST00000697722.1	17.47546015	1	2.91E-05	0.002821779	0.016966183	0.004593183	-1.88509595
ENSG00000171863	ENST00000645540.1	17.49372658	1	2.88E-05	0.002821779	0.046028308	0.014161182	-1.700579775
ENSG00000232119	ENST00000371317.10	17.49240389	1	2.88E-05	0.002821779	0.392966704	0.603565062	0.619102219
ENSG00000214756	ENST00000594728.1	17.38933219	1	3.05E-05	0.002926211	0.070320417	0.132038308	0.90894103
ENSG00000145425	ENST00000509736.5	17.34566312	1	3.12E-05	0.002967727	0.162300182	0.072560716	-1.161404023
ENSG00000174748	ENST00000465786.1	17.29310193	1	3.20E-05	0.003024194	0.039116867	0.015819866	-1.306053423
ENSG00000111229	ENST00000228825.12	17.15575096	1	3.44E-05	0.003194878	0.618584238	0.780722113	0.33583906
ENSG00000111229	ENST00000467622.2	17.15575096	1	3.44E-05	0.003194878	0.381415762	0.219277887	-0.798604134
ENSG00000235650	ENST00000454021.6	17.11336978	1	3.52E-05	0.003239044	0.695325793	0.775203371	0.156885738
ENSG00000075142	ENST00000265729.7	17.09452129	1	3.56E-05	0.003243626	0.44269476	0.648573997	0.550958885
ENSG00000143198	ENST00000494074.1	17.0687229	1	3.61E-05	0.003260359	0.041490908	0.016898786	-1.295875652
ENSG00000142507	ENST00000575643.1	16.90860388	1	3.92E-05	0.003517685	0.1746325	0.079833882	-1.129249011
ENSG00000135940	ENST00000258424.3	16.79357954	1	4.17E-05	0.003706581	0.700649916	0.815516513	0.219020317
ENSG00000105640	ENST00000599898.5	16.75023168	1	4.26E-05	0.003714493	0.090133309	0.045565849	-0.984107404
ENSG00000198242	ENST00000582736.1	16.76838554	1	4.22E-05	0.003714493	0.005602847	0.001785868	-1.64953465
ENSG00000291596	ENST00000708077.1	16.74306216	1	4.28E-05	0.003714493	0.700649916	0.815516513	0.219020317
ENSG00000159199	ENST00000515060.1	16.70599025	1	4.36E-05	0.003737499	0.035612056	0.011349009	-1.64979946
ENSG00000168275	ENST00000366613.1	16.70099158	1	4.38E-05	0.003737499	0.172619048	0.076786576	-1.168665635
ENSG00000119705	ENST00000553981.1	16.65828626	1	4.48E-05	0.003762864	0.020966815	0.011846585	-0.823636473
ENSG00000168090	ENST00000426712.1	16.66344113	1	4.46E-05	0.003762864	0.150730549	0.074680991	-1.013158872
ENSG00000106211	ENST00000674650.1	16.58850291	1	4.64E-05	0.003785586	0.032514639	0.015868165	-1.034954084
ENSG00000133112	ENST00000379060.8	16.60417053	1	4.60E-05	0.003785586	0.054790633	0.142122508	1.375133885
ENSG00000185651	ENST00000545681.2	16.59098041	1	4.64E-05	0.003785586	0.137912707	0.070252296	-0.973138119
ENSG00000292158	ENST00000709894.1	16.62427709	1	4.56E-05	0.003785586	0.157496313	0.070968412	-1.150069123
ENSG00000111639	ENST00000229238.5	16.46306392	1	4.96E-05	0.004014077	0.352782021	0.499389339	0.501387984
ENSG00000100804	ENST00000460922.2	16.44616227	1	5.01E-05	0.0040198	0.28715781	0.163178844	-0.815389777
ENSG00000114850	ENST00000498205.5	16.3972304	1	5.14E-05	0.004071287	0.115737008	0.046969267	-1.301061276
ENSG00000167283	ENST00000533172.5	16.39395358	1	5.14E-05	0.004071287	0.00958436	0.003425245	-1.484474742
ENSG00000102265	ENST00000445623.1	16.32891463	1	5.32E-05	0.004158548	0.22118907	0.088985163	-1.313643379
ENSG00000105193	ENST00000601655.5	16.32609308	1	5.33E-05	0.004158548	0.035592706	0.018929401	-0.910952853
ENSG00000008394	ENST00000396210.8	16.29539748	1	5.42E-05	0.004186273	0.139976657	0.253708158	0.857983653
ENSG00000114850	ENST00000478842.5	16.26361972	1	5.51E-05	0.004186273	0.113938181	0.046265894	-1.300230302
ENSG00000125743	ENST00000588599.5	16.25935861	1	5.52E-05	0.004186273	0.045774654	0.025605559	-0.838091903
ENSG00000204628	ENST00000502905.5	16.26700997	1	5.50E-05	0.004186273	0.082479109	0.042648383	-0.951537698
ENSG00000142507	ENST00000571309.1	16.18029009	1	5.76E-05	0.004334168	0.183848795	0.086228744	-1.092278943
ENSG00000134419	ENST00000562935.5	16.16179965	1	5.82E-05	0.00434629	0.008996495	0.003900994	-1.20552137
ENSG00000137154	ENST00000498815.1	16.13066992	1	5.91E-05	0.004378162	0.129195077	0.046073248	-1.487549898
ENSG00000159377	ENST00000290541.7	16.12183596	1	5.94E-05	0.004378162	0.236187313	0.388149114	0.716679524
ENSG00000136522	ENST00000476781.6	16.09230133	1	6.03E-05	0.004416724	0.527175783	0.734838639	0.47914339
ENSG00000127184	ENST00000247655.4	15.97825092	1	6.41E-05	0.004659246	0.430908895	0.501450134	0.218723362
ENSG00000110700	ENST00000531008.5	15.91103616	1	6.64E-05	0.004731749	0.028085445	0.011985847	-1.228490864
ENSG00000134419	ENST00000574723.5	15.93552108	1	6.55E-05	0.004731749	0.005870403	0.001991025	-1.559948361
ENSG00000171311	ENST00000370902.8	15.91150769	1	6.64E-05	0.004731749	0.432461874	0.676706974	0.645958307
ENSG00000083845	ENST00000598098.5	15.76683755	1	7.16E-05	0.005072825	0.087975401	0.045780015	-0.942382252
ENSG00000223367	ENST00000457341.6	15.73980901	1	7.27E-05	0.005078994	0.703013553	0.781324757	0.152369825
ENSG00000292158	ENST00000709904.1	15.74139834	1	7.26E-05	0.005078994	0.149260892	0.068802958	-1.117293716
ENSG00000085063	ENST00000652678.1	15.68710429	1	7.47E-05	0.005188809	0.093275435	0.062375556	-0.580516404
ENSG00000140307	ENST00000267869.8	15.66320768	1	7.57E-05	0.005205274	0.160250097	0.06398788	-1.324454667
ENSG00000186184	ENST00000302979.5	15.65123295	1	7.62E-05	0.005205274	0.379319748	0.542029292	0.514956339
ENSG00000223639	ENST00000425464.6	15.64485712	1	7.64E-05	0.005205274	0.235048263	0.369909836	0.654216641
ENSG00000230685	ENST00000457485.6	15.611681	1	7.78E-05	0.005264084	0.233163122	0.362462035	0.636490268
ENSG00000231500	ENST00000439602.7	15.59135481	1	7.86E-05	0.00528772	0.699392279	0.777773009	0.1532473
ENSG00000087302	ENST00000261700.8	15.53886358	1	8.08E-05	0.005303984	0.302096202	0.50106064	0.72997717
ENSG00000113732	ENST00000519374.6	15.55637412	1	8.01E-05	0.005303984	0.46729478	0.659798088	0.497691675
ENSG00000164032	ENST00000511203.1	15.54728759	1	8.05E-05	0.005303984	0.167796341	0.076991778	-1.123934971
ENSG00000164111	ENST00000511552.5	15.56543747	1	7.97E-05	0.005303984	0.047317613	0.10792073	1.189522814
ENSG00000173812	ENST00000469257.2	15.5161794	1	8.18E-05	0.005335479	0.286820836	0.401392149	0.484862567
ENSG00000110700	ENST00000531908.5	15.45063322	1	8.47E-05	0.005398145	0.028523991	0.012430853	-1.198250608
ENSG00000122873	ENST00000489785.5	15.45486014	1	8.45E-05	0.005398145	0.188089758	0.072668226	-1.372024698
ENSG00000129559	ENST00000527046.5	15.44883366	1	8.48E-05	0.005398145	0.129459043	0.066080573	-0.970197628
ENSG00000174748	ENST00000644684.1	15.45975726	1	8.43E-05	0.005398145	0.028595981	0.009825012	-1.541281382
ENSG00000140319	ENST00000559081.1	15.40697285	1	8.67E-05	0.005486588	0.123140373	0.053137867	-1.212491624
ENSG00000119705	ENST00000556956.1	15.36979951	1	8.84E-05	0.005562871	0.020210762	0.01164489	-0.795426657
ENSG00000112110	ENST00000367034.5	15.25374878	1	9.40E-05	0.005880933	0.34559912	0.562996902	0.70402744
ENSG00000100097	ENST00000215909.10	15.11771313	1	0.000101011	0.006256263	0.457784909	0.543406844	0.247362832
ENSG00000138326	ENST00000482069.5	15.11509479	1	0.000101151	0.006256263	0.038379534	0.022855048	-0.747824316
ENSG00000011052	ENST00000376392.10	15.09356819	1	0.000102311	0.006291852	0.174281445	0.099180446	-0.813291365
ENSG00000219200	ENST00000552321.2	15.00489026	1	0.000107233	0.00655705	0.021042393	0.006932451	-1.601861431
ENSG00000147403	ENST00000406022.6	14.98611987	1	0.000108305	0.006564658	0.055094761	0.02479122	-1.152085892
ENSG00000166441	ENST00000530913.1	14.98137902	1	0.000108577	0.006564658	0.032518422	0.014987715	-1.117476817
ENSG00000175061	ENST00000475947.7	14.95565316	1	0.000110068	0.006617595	0.198073047	0.332597136	0.747743166
ENSG00000197747	ENST00000368811.8	14.94405142	1	0.000110747	0.006621421	0.703472603	0.816156621	0.214351796
ENSG00000285246	ENST00000646768.1	14.78883348	1	0.000120245	0.00714962	0.130448219	0.067957507	-0.940772416
ENSG00000131469	ENST00000588830.1	14.74816301	1	0.000122867	0.007265366	0.020924105	0.009463265	-1.144755975
ENSG00000140319	ENST00000558243.1	14.69860484	1	0.00012614	0.007410931	0.116883174	0.050978297	-1.197112185
ENSG00000167088	ENST00000582475.1	14.69015976	1	0.000126706	0.007410931	0.124969803	0.058881715	-1.085687947
ENSG00000137818	ENST00000488122.2	14.6537666	1	0.000129176	0.007514566	0.034331828	0.012876068	-1.414854588
ENSG00000089327	ENST00000586925.1	14.64084297	1	0.000130065	0.00752559	0.08478328	0.034331892	-1.304230424
ENSG00000182774	ENST00000561068.5	14.5830003	1	0.000134119	0.007718657	0.06043029	0.041806686	-0.531538181
ENSG00000171863	ENST00000647131.1	14.50121888	1	0.000140069	0.008018199	0.058935236	0.024701207	-1.254548907
ENSG00000092841	ENST00000549017.5	14.47629652	1	0.000141934	0.008058272	0.033672715	0.016409934	-1.037010664
ENSG00000142168	ENST00000270142.11	14.4718945	1	0.000142266	0.008058272	0.520765425	0.643260833	0.30477018
ENSG00000071082	ENST00000409711.1	14.43804625	1	0.000144846	0.008161443	0.019269805	0.01164762	-0.726306758
ENSG00000226417	ENST00000418285.6	14.37633315	1	0.000149672	0.008389411	0.234877075	0.357665638	0.60670561
ENSG00000071082	ENST00000419276.1	14.26747499	1	0.000158582	0.00859117	0.020290103	0.012492966	-0.699660085
ENSG00000100387	ENST00000216225.9	14.27775907	1	0.000157717	0.00859117	0.893316414	0.953593247	0.094202748
ENSG00000100387	ENST00000467617.1	14.27775907	1	0.000157717	0.00859117	0.106683586	0.046406753	-1.20093155
ENSG00000119655	ENST00000554482.1	14.30873218	1	0.000155144	0.00859117	0.110011753	0.047166503	-1.22182312
ENSG00000126067	ENST00000373237.4	14.27658462	1	0.000157816	0.00859117	0.550563749	0.723119765	0.393324988
ENSG00000229117	ENST00000546654.1	14.31089734	1	0.000154965	0.00859117	0.011764247	0.006252438	-0.911918277
ENSG00000278081	ENST00000610953.3	14.25474833	1	0.000159657	0.00859117	0.884035299	0.970598451	0.134770581
ENSG00000278081	ENST00000630852.1	14.25474833	1	0.000159657	0.00859117	0.115964701	0.029401549	-1.979721637
ENSG00000092841	ENST00000548400.5	14.08749978	1	0.0001745	0.009343109	0.040893812	0.021159077	-0.950605851
ENSG00000108590	ENST00000225728.8	14.04324334	1	0.000178655	0.00951822	0.354083819	0.527271143	0.574454125
ENSG00000147684	ENST00000518657.6	13.97983302	1	0.000184782	0.009796178	0.068360157	0.030518871	-1.163454123
ENSG00000272047	ENST00000684993.1	13.91437332	1	0.00019133	0.010093582	0.048814713	0.016850009	-1.534566717
ENSG00000131143	ENST00000564648.1	13.8777791	1	0.000195091	0.010241827	0.042854089	0.016599111	-1.368326915
ENSG00000197956	ENST00000368720.6	13.84470105	1	0.000198556	0.010373098	0.14400879	0.110019887	-0.388392557
ENSG00000205542	ENST00000380633.1	13.83142809	1	0.000199963	0.010396162	0.153637191	0.091952704	-0.740563592
ENSG00000205542	ENST00000380635.5	13.78776778	1	0.000204664	0.010589417	0.15369695	0.092068768	-0.739304795
ENSG00000230989	ENST00000689426.1	13.74068219	1	0.000209859	0.010806246	0.027794632	0.010270654	-1.436278307
ENSG00000108107	ENST00000558131.1	13.72586862	1	0.000211521	0.010839944	0.03791742	0.021269763	-0.834056863
ENSG00000135940	ENST00000491989.1	13.68393959	1	0.000216296	0.0109924	0.082781304	0.028636763	-1.531436544
ENSG00000239672	ENST00000013034.3	13.68183739	1	0.000216539	0.0109924	0.11092172	0.064376645	-0.784932587
ENSG00000291596	ENST00000708079.1	13.64114845	1	0.000221282	0.011180457	0.082781304	0.028636763	-1.531436544
ENSG00000171202	ENST00000304511.7	13.56291613	1	0.000230698	0.011601758	0.269089897	0.456702337	0.763165948
ENSG00000174748	ENST00000436146.2	13.52107237	1	0.0002359	0.011808145	0.02978806	0.011591384	-1.361681408
ENSG00000140264	ENST00000409614.1	13.45777467	1	0.000243993	0.012151794	0.018026	0.011765743	-0.615486841
ENSG00000145592	ENST00000511787.1	13.44986999	1	0.000245023	0.012151794	0.018252706	0.007137268	-1.354666514
ENSG00000197958	ENST00000536368.1	13.42821644	1	0.000247868	0.012236476	0.085124962	0.033868932	-1.329619775
ENSG00000162191	ENST00000525717.5	13.38862438	1	0.000253155	0.012327846	0.049728032	0.138693677	1.479770774
ENSG00000205323	ENST00000336133.8	13.39646903	1	0.000252098	0.012327846	0.560042735	0.768738634	0.456956256
ENSG00000205323	ENST00000552946.1	13.39646903	1	0.000252098	0.012327846	0.439957265	0.231261366	-0.927839121
ENSG00000113387	ENST00000504789.5	13.3343177	1	0.000260593	0.012576232	0.047516204	0.016667324	-1.511397094
ENSG00000149273	ENST00000531188.6	13.34133713	1	0.000259619	0.012576232	0.233541166	0.337213017	0.529983357
ENSG00000140990	ENST00000569148.1	13.27389896	1	0.000269127	0.012930106	0.183531575	0.092542914	-0.98783385
ENSG00000156482	ENST00000520998.1	13.23447509	1	0.000274847	0.013146229	0.096824573	0.056945806	-0.76578364
ENSG00000131143	ENST00000564903.1	13.17322842	1	0.000283977	0.013522837	0.044368693	0.016946619	-1.388544597
ENSG00000156482	ENST00000518164.5	13.14386983	1	0.000288461	0.013675869	0.096656011	0.056947032	-0.763238815
ENSG00000150316	ENST00000616442.4	13.13204174	1	0.000290288	0.013702115	0.246344037	0.116025564	-1.086231846
ENSG00000198168	ENST00000354193.5	13.1001572	1	0.000295271	0.013876448	0.78537884	0.885648121	0.173344883
ENSG00000142937	ENST00000464658.1	13.07113051	1	0.000299882	0.01397113	0.108811963	0.05217892	-1.060298198
ENSG00000280858	ENST00000627260.1	13.07923068	1	0.000298588	0.01397113	0.292459273	0.195096658	-0.58404667
ENSG00000164032	ENST00000511348.1	13.03873053	1	0.000305115	0.014153646	0.175349903	0.086199128	-1.024491443
ENSG00000182899	ENST00000474640.1	13.01020068	1	0.000309799	0.014309245	0.014512158	0.004982827	-1.542225539
ENSG00000063177	ENST00000552588.5	12.98452375	1	0.000314076	0.014383354	0.074208287	0.036716994	-1.01513237
ENSG00000169020	ENST00000304312.5	12.99213041	1	0.000312803	0.014383354	0.782154532	0.838352193	0.100102778
ENSG00000160014	ENST00000477244.5	12.91279775	1	0.000326343	0.0148818	0.106167101	0.186764918	0.814886712
ENSG00000131143	ENST00000569997.1	12.90164619	1	0.000328293	0.014907562	0.027533091	0.008362666	-1.719131715
